"sample","latitude","longitude","date","time","site","location","successful.count","fov.Facing Up","fov.Limited","fov.Open","rowid","detailed.Consolidated.Cobbles.No biota","detailed.Consolidated.Cobbles.Turf mat","detailed.Consolidated.Rock.No biota","detailed.Consolidated.Rock.Turf mat","detailed.Consolidated.Rock.Veneer","detailed.Macroalgae.Articulated calcareous.","detailed.Macroalgae.Encrusting.Red","detailed.Macroalgae.Erect course branching.Brown","detailed.Macroalgae.Erect course branching.Green","detailed.Macroalgae.Erect course branching.Red","detailed.Macroalgae.Erect fine branching.Green","detailed.Macroalgae.Erect fine branching.Red","detailed.Macroalgae.Filamentous and filiform.","detailed.Macroalgae.Laminate.","detailed.Macroalgae.Large canopy-forming.Ecklonia radiata","detailed.Macroalgae.Large canopy-forming.Scytothalia dorycarpa","detailed.Macroalgae.Sheet-like membranous.","detailed.Macroalgae.Small mixed.","detailed.Octocoral/Black.Fan (2D).","detailed.Octocoral/Black.Massive soft corals.","detailed.Octocoral/Black.Whip.","detailed.Seagrasses.Strap-like leaves.Thalassodendrum sp.","detailed.Sponges.Crusts.","detailed.Sponges.Erect forms.","detailed.Sponges.Hollow forms.","detailed.Sponges.Massive forms.","detailed.Sponges.Small mixed.","detailed.Stony corals.Branching.Live","detailed.Stony corals.Columnar.Live","detailed.Stony corals.Foliose / plate.Live","detailed.Stony corals.Sub-massive.Live","detailed.Stony corals.Tabulate.Live","detailed.Unconsolidated.Pebble / gravel (gravel 2-10mm).","detailed.Unconsolidated.Pebble.gravel (gravel 2-10mm)","detailed.Unconsolidated.Pebble.gravel (pebble 10-64mm)","detailed.Unconsolidated.Sand.mud (coarse sand)"
"FH33",-33.70868897,114.8263721,20201012,10:54:00,"C.FH.6","South-west",NA,0,5,95,73340,0,0,0,0.0027263185157922,0,0,0,0.0095421148052727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013631592578961,0,0,0,0,0,0,0,0,0,0.0122684333210649
"IO378",-33.99368897,114.6388721,20201023,12:04:00,"C.IO.26","South-west","Yes",0,7.5,92.5,182649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00054739930589768,0,0,0,0,0,0,0,0,0,0,0.0175167777887258
"IO370",-33.99618897,114.6463721,20201023,12:10:00,"C.IO.26","South-west","Yes",0,10,90,168303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005940499952476,0.0005940499952476,0,0,0,0,0,0,0,0,0,0.0184155498526756
"IO297",-34.10618897,114.7488721,20201022,12:21:00,"C.IO.11","South-west","Yes",0,2.5,97.5,140173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018545068081798
"IO295",-34.10368897,114.7538721,20201022,12:25:00,"C.IO.11","South-west","Yes",0,7.5,92.5,153288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208713801200104
"IO192",-33.98618897,114.6688721,20201023,12:36:00,"C.IO.40","South-west","Yes",0,7.5,92.5,123684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250575920462353
"FH62",-33.75618897,114.8813721,20201017,11:17:00,"C.FH.8","South-west",NA,0,0,100,64110,0,0,0,0.00623781676413255,0,0,0,0,0.00155945419103314,0,0.00155945419103314,0.00623781676413255,0,0,0,0,0,0,0,0,0,0.00155945419103314,0,0,0,0.00155945419103314,0.00155945419103314,0,0,0,0,0,0,0,0,0.00311890838206628
"FH87",-33.92868897,114.8938721,20201029,12:36:00,"C.FH.21","South-west","Yes",0,8.82352941176471,91.1764705882353,52002,0,0,0,0.0153766313644838,0,0,0,0.00384415784112096,0,0,0,0.00192207892056048,0,0,0,0,0,0,0,0,0,0.0134545524439233,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134545524439233
"FH14",-33.76618897,114.8713721,20201017,11:24:00,"C.FH.10","South-west",NA,0,0,100,60877,0,0,0.00164219791769304,0,0,0,0,0.0082109895884652,0,0,0,0,0,0,0.00164219791769304,0,0,0,0,0,0,0,0.00164219791769304,0,0,0,0,0,0,0,0,0,0,0,0,0.0147797812592374
"FH12",-33.91868897,114.8963721,20201029,12:46:00,"C.FH.21","South-west","Yes",0,7.5,92.5,51941,0,0,0.00384830001346905,0,0,0,0,0,0.00384830001346905,0,0,0.0192415000673453,0,0,0,0,0,0.0115449000404072,0,0,0,0.0076966000269381,0,0,0,0.00192415000673452,0.00192415000673452,0,0,0,0,0,0,0,0,0.0076966000269381
"FH55",-33.92368897,114.9088721,20201029,12:52:00,"C.FH.20","South-west","Yes",0,2.5,97.5,72713,0,0,0,0,0,0,0,0,0,0,0,0.00137462713239034,0,0,0,0,0,0,0,0,0,0,0,0.00137462713239034,0,0,0,0,0,0,0,0,0,0,0,0.0439880682364909
"IO293",-34.08868897,114.7588721,20201022,12:55:00,"C.IO.12","South-west","Yes",0,5,95,52742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00189530343808044,0,0.00189530343808044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341154618854479
"IO330",-34.08833333,114.7545,20201022,13:00:00,"C.IO.12","South-west","Yes",0,7.5,92.5,93527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00320714980596744,0,0,0,0,0,0,0.00213809987064496,0,0,0,0,0,0,0,0,0,0.00962144941790231
"FH109",-33.91618897,114.9088721,20201029,13:04:00,"C.FH.20","South-west","Yes",0,8.33333333333333,91.6666666666667,67333,0,0.00593744897504787,0,0,0,0,0,0,0,0,0,0.00148436224376197,0,0,0.00148436224376197,0,0,0.0118748979500957,0,0,0,0.0103905357063338,0,0.00148436224376197,0,0.0118748979500957,0.00296872448752394,0,0,0,0,0,0,0,0,0.00593744897504787
"IO291",-34.08368897,114.7488721,20201022,13:09:00,"C.IO.12","South-west","Yes",0,5,95,147535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203300240571951
"IOC04",-34.08755,114.749265,20201022,13:16:00,"C.IO.12","South-west","Yes",0,2.5,97.5,191062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172688976686988
"FH94",-33.90868897,114.9413721,20201029,14:36:00,"C.FH.18","South-west","Yes",0,0,100,92525,0,0,0,0,0,0,0,0,0.00216085396948874,0,0,0.00324128095423311,0,0,0,0,0,0,0,0,0,0.00108042698474437,0.00216085396948874,0,0,0.0075629888932106,0,0,0,0,0,0,0,0,0,0.0172868317559099
"FH11",-33.89868897,114.9388721,20201029,14:48:00,"C.FH.18","South-west","Yes",0,7.5,92.5,36420,0,0,0,0.00548742008944495,0,0,0,0,0,0,0,0,0,0,0.00274371004472247,0,0,0,0,0,0,0,0,0,0,0.0164622602683348,0,0,0,0,0,0,0,0,0,0.0493867808050045
"FH78",-33.89118897,114.9163721,20201029,14:56:00,"C.FH.17","South-west","Yes",0,12.5,87.5,61407,0,0,0.0048833688734068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0374391613627855
"IO372",-34.00618897,114.6438721,20201023,11:53:00,"C.IO.26","South-west",NA,0,0,100,136059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000734872646570349,0,0,0,0,0,0,0,0,0,0.0132277076382663
"FH67",-33.88868897,114.9238721,20201029,15:00:00,"C.FH.17","South-west","Yes",0,7.5,92.5,71454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335767648787039
"FH72",-33.88868897,114.9288721,20201029,15:06:00,"C.FH.17","South-west","Yes",0,5,95,73024,0,0,0,0,0,0,0,0,0,0,0.00136888791545748,0.00273777583091496,0,0,0,0,0,0,0,0,0,0,0.00136888791545748,0.00273777583091496,0,0.0232710945627772,0.00684443957728741,0,0,0,0,0,0,0,0,0
"FH35",-33.88368897,114.9313721,20201029,15:09:00,"C.FH.17","South-west","Yes",0,2.5,97.5,74395,0,0,0.00268763018208694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241886716387825
"FH82",-33.68618897,114.9238721,20201017,06:46:00,"C.FH.3","South-west","Yes",0,10.2564102564103,89.7435897435898,69080,0,0,0,0.00144707329426235,0,0,0,0,0,0,0,0.00578829317704942,0.00144707329426235,0,0,0,0,0,0,0,0,0,0.00144707329426235,0.00144707329426235,0,0,0.00144707329426235,0,0,0,0,0,0,0,0,0.0231531727081977
"IO228",-34.00368897,114.7938721,20201019,06:46:00,"C.IO.42","South-west","Yes",0,5,95,137641,0,0,0,0.00363182055900982,0.000726364111801964,0,0,0.000726364111801964,0,0,0,0.00871636934162357,0.00145272822360393,0,0,0,0,0,0,0,0,0.000726364111801964,0,0.00217909233540589,0,0.00290545644720786,0,0,0,0.00145272822360393,0,0,0,0,0,0
"FH50",-33.68118897,114.9313721,20201017,06:51:00,"C.FH.3","South-west","Yes",0,2.5,97.5,37790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0687539665749947
"IO379",-34.08368897,114.6813721,20201123,06:58:00,"C.IO.14","South-west","Yes",0,7.5,92.5,151755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204234909675464
"IO49",-34.06118897,114.7063721,20201023,06:59:00,"C.IO.34","South-west","Yes",0,2.5,97.5,181580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198220421108272
"FHC",-33.680718,114.965092,20201017,07:07:00,"C.FH.A","South-west","Yes",0,0,100,106695,0,0,0,0,0,0,0,0,0,0,0,0.00281075206356047,0,0,0.0318551900536854,0.000936917354520158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IO273",-33.99868897,114.8213721,20201019,07:07:00,"C.IO.22","South-west","Yes",0,0,100,116641,0,0,0,0.000857191839533688,0,0,0,0,0,0,0.00257157551860106,0.0120006857534716,0,0,0,0,0,0,0,0,0,0.000857191839533688,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IO328",-33.99356667,114.8213667,20201019,07:13:00,"C.IO.22","South-west","Yes",0,0,100,180598,0,0,0,0.00221438575707081,0,0,0,0,0,0,0,0.00276798219633851,0,0,0.0110719287853541,0,0,0,0,0,0,0.00387517507487392,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00166078931780311
"IO329",-34.06481667,114.7266333,20201023,07:18:00,"C.IO.13","South-west","Yes",0,2.5,97.5,173742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207160860408107
"IO117",-34.06368897,114.7388721,20201023,07:25:00,"C.IO.31","South-west","Yes",0,7.5,92.5,115137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295213204712992
"IO363",-33.98618897,114.7513721,20201015,07:26:00,"C.IO.25","South-west","Yes",0,7.5,92.5,91090,0,0,0,0,0,0,0,0,0.00109757436066293,0,0,0,0,0,0,0,0,0,0.00768302052464054,0,0,0,0,0.00439029744265174,0,0.00658544616397761,0.00219514872132587,0,0,0,0,0,0,0,0,0
"FH71",-33.88368897,114.8188721,20201013,07:30:00,"C.FH.16","South-west","Yes",0,0,100,94066,0,0,0,0,0,0,0,0.00106266537729934,0,0.00212533075459868,0,0.00531332688649671,0,0,0.0148773152821908,0,0,0,0,0,0,0.00956398839569408,0,0.00318799613189803,0,0.00106266537729934,0,0,0,0,0,0,0,0,0,0.00212533075459868
"IO59",-34.14118897,114.7663721,20201022,07:33:00,"C.IO.69","South-west","Yes",0,0,100,132021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136323359007566
"IO276",-34.10118897,114.6363721,20201123,07:34:00,"C.IO.15","South-west","Yes",0,5,95,131014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00076309664619024,0,0,0,0,0,0,0,0,0,0,0,0.0228928993857072
"IO153",-34.04618897,114.8888721,20201016,07:36:00,"C.IO.65","South-west","Yes",0,2.63157894736842,97.3684210526316,93911,0,0,0,0.00212906385062488,0.00319359577593732,0,0,0,0,0,0,0.0138389150290617,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00212906385062488,0,0,0,0,0,0,0,0,0,0.00745172347718708
"IO377",-34.13868897,114.7588721,20201022,07:40:00,"C.IO.69","South-west","Yes",0,7.5,92.5,193846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190836741746311
"FH79",-33.88618897,114.8088721,20201013,07:43:00,"C.FH.16","South-west","Yes",0,5,95,86751,0,0,0,0.00345681857463847,0,0,0,0.00345681857463847,0,0,0,0.00576136429106412,0,0,0.00691363714927695,0,0,0,0,0,0,0.0138272742985539,0,0,0,0.00345681857463847,0.00230454571642565,0,0,0,0,0,0,0,0,0
"FH24",-33.66868897,114.8438721,20201012,07:55:00,"C.FH.1","South-west",NA,0,2.5,97.5,74733,0,0,0,0.00133747057564734,0,0,0,0.00534988230258934,0,0,0,0.00936229402953135,0,0,0,0,0,0,0,0,0,0,0.00133747057564734,0,0,0,0,0,0,0,0,0,0,0,0,0.0294243526642414
"IO130",-33.98118897,114.8763721,20201013,12:24:00,"C.IO.37","South-west",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IO15",-34.06118897,114.8663721,20201016,07:59:00,"C.IO.35","South-west","Yes",0,2.5,97.5,102045,0,0,0,0,0,0,0,0,0,0,0.00097964301808421,0.0097964301808421,0,0,0.00195928603616842,0,0,0,0,0,0,0.0186132173436,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00097964301808421
"IO34",-34.06118897,114.8713721,20201016,08:02:00,"C.IO.35","South-west","Yes",0,0,100,117035,0,0,0.00085426277122843,0.00341705108491372,0,0,0,0.00512557662737058,0,0,0,0.00427131385614215,0.00085426277122843,0,0.00341705108491372,0,0,0,0,0,0,0.00341705108491372,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IO326",-34.00425,114.6892833,20201123,12:26:00,"C.IO.24","South-west",NA,0,0,100,132310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015113730824454,0,0,0,0,0,0,0,0,0,0,0,0.0136023577420086
"IO96",-34.13618897,114.7363721,20201022,08:06:00,"C.IO.68","South-west","Yes",0,2.5,97.5,198857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186028738926262
"FH83",-33.91118897,114.8463721,20201013,08:13:00,"C.FH.19","South-west","Yes",0,7.5,92.5,97556,0,0,0,0.00204943230725089,0,0,0,0.0133213099971308,0,0,0,0.00204943230725089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00102471615362545,0,0,0,0,0,0,0,0,0.0143460261507562
"IO365",-34.02368897,114.7538721,20201015,08:23:00,"C.IO.23","South-west","Yes",0,0,100,79651,0,0,0,0,0,0,0,0.0012552721430006,0.0012552721430006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112974492870054,0,0.0025105442860012,0,0,0,0,0,0,0,0,0,0
"FHC01",-33.669869,114.809825,20201012,08:38:00,"C.FH.2","South-west","Yes",0,0,100,87645,0,0,0,0.00342172797262618,0,0,0,0.00456230396350157,0,0,0.00114057599087539,0.0148274878813801,0,0,0.00342172797262618,0,0,0,0,0,0,0,0,0,0,0.00342172797262618,0,0,0,0,0,0,0,0,0,0.00342172797262618
"IO189",-33.98868897,114.6638721,20201023,12:31:00,"C.IO.40","South-west",NA,0,0,100,103208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184060371801951
"FH64",-33.70118897,114.9388721,20201017,08:56:00,"C.FH.5","South-west","Yes",0,5,95,96110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364033491081179
"IO75",-34.03368897,114.8538721,20201019,09:10:00,"C.IO.60","South-west","Yes",0,8.57142857142857,91.4285714285714,156069,0,0,0,0.00320309547146362,0,0,0,0,0,0,0,0.00320309547146362,0.00448433366004907,0,0,0,0,0,0,0,0,0.00640619094292724,0,0,0,0,0.000640619094292724,0,0,0,0.000640619094292724,0,0,0,0,0.000640619094292724
"IO74",-34.02868897,114.8513721,20201019,09:14:00,"C.IO.60","South-west","Yes",0,0,100,175815,0,0,0,0.00113733295422235,0,0,0,0,0,0,0,0.00511799829400057,0,0,0,0,0,0,0,0,0,0.0108046630651123,0,0,0,0,0.00284333238555587,0,0,0,0,0,0,0,0,0
"FH28",-33.76368897,114.9338721,20201017,09:24:00,"C.FH.9","South-west","Yes",0,7.5,92.5,61324,0,0,0,0,0,0,0,0.00162985901719501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0488957705158504
"FH46",-33.76618897,114.9288721,20201017,09:28:00,"C.FH.9","South-west","Yes",0,7.5,92.5,81376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00614205341129647,0,0,0,0,0,0.00122841068225929,0,0,0,0,0,0,0,0,0,0,0,0.029481856374223
"IO299",-34.08118897,114.6763721,20201023,09:32:00,"C.IO.14","South-west","Yes",0,2.5,97.5,145013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227514030031852
"IO66",-34.01618897,114.8813721,20201019,09:36:00,"C.IO.19","South-west","Yes",0,2.56410256410256,97.4358974358974,183119,0,0,0,0.0010919832052983,0,0,0,0,0.0021839664105966,0,0.0010919832052983,0.00327594961589491,0,0,0.00272995801324576,0,0,0,0,0,0,0.00327594961589491,0,0,0,0.0021839664105966,0,0,0,0,0,0,0,0,0,0.00272995801324576
"IO298",-34.07618897,114.6713721,20201023,09:39:00,"C.IO.14","South-west","Yes",0,2.5,97.5,163970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231696014828545
"FH23",-33.94618897,114.8288721,20201013,09:51:00,"C.FH.22","South-west","Yes",0,17.5,82.5,66062,0,0,0,0.0121043394056769,0,0,0,0,0,0,0,0,0,0,0.00302608485141923,0,0,0,0,0,0,0.0166434666828058,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136173818313866
"IO199",-34.08618897,114.8613721,20201016,09:51:00,"C.IO.6","South-west","Yes",0,2.5,97.5,125891,0,0,0.00317644349504078,0.000794110873760195,0,0,0,0.000794110873760195,0,0,0.00158822174752039,0.00794110873760194,0.000794110873760195,0.00158822174752039,0.00317644349504078,0,0,0.000794110873760195,0,0,0,0.00476466524256117,0,0,0,0.000794110873760195,0,0,0,0,0.00158822174752039,0,0,0,0,0.000794110873760195
"IO195",-34.09368897,114.8588721,20201016,09:57:00,"C.IO.6","South-west","Yes",0,5,95,134572,0,0,0,0.00148578475436264,0,0,0,0.00148578475436264,0,0,0,0.00742892377181318,0,0,0.00148578475436264,0,0,0.000742892377181318,0,0,0,0.00594313901745054,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00891470852617581
"IO109",-34.05618897,114.6738721,20201023,09:57:00,"C.IO.30","South-west","Yes",0,5,95,27487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069075837998982
"FH40",-33.92368897,114.8888721,20201029,12:40:00,"C.FH.21","South-west",NA,0,0,100,78970,0,0,0.00126598303582732,0,0,0,0,0,0,0,0,0.00886188125079124,0,0,0,0,0,0,0,0,0,0,0.00126598303582732,0,0,0.00126598303582732,0,0,0,0,0,0,0,0,0,0.0126598303582732
"FH113",-33.72368897,114.7963721,20201012,12:41:00,"C.FH.7","South-west",NA,0,0,100,63891,0,0,0,0.004694174529409,0,0,0,0.00312944968627267,0,0,0,0.00156472484313633,0,0,0.004694174529409,0,0,0,0,0,0,0.0109530739019543,0,0,0,0.00156472484313633,0,0,0,0,0,0,0,0,0,0.00156472484313633
"IO311",-34.05618897,114.7688721,20201015,10:03:00,"C.IO.8","South-west","Yes",0,2.5,97.5,63342,0,0,0,0.00315691443183432,0,0,0,0,0.00315691443183432,0,0,0,0,0,0,0,0,0,0.00315691443183432,0,0,0,0,0,0.00157845721591716,0,0.00473537164775149,0,0,0,0,0,0,0,0,0.00157845721591716
"FH77",-33.99618897,114.8763721,20201013,12:42:00,"C.FH.24","South-west",NA,0,0,100,75956,0,0,0,0,0,0,0,0.0210601134613613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00131625709133508
"IO349",-34.02368897,114.5963721,20201123,10:03:00,"C.IO.27","South-west","Yes",0,2.5,97.5,152373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00131228429326929,0,0,0,0,0,0,0,0,0,0,0,0.0203404065456741
"FH2",-33.91868897,114.8913721,20201029,12:43:00,"C.FH.21","South-west",NA,0,0,100,11001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272628135223555,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IO310",-34.05868897,114.7738721,20201015,10:06:00,"C.IO.8","South-west","Yes",0,0,100,148816,0,0,0.000671821779118435,0.000671821779118435,0.000671821779118435,0,0,0,0.000671821779118435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00335910889559218,0,0,0,0,0,0,0,0,0,0.0161237226988424
"IO308",-34.11118897,114.7288721,20201022,10:06:00,"C.IO.9","South-west","Yes",0,7.5,92.5,150654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000663622849861966,0,0,0,0,0,0,0,0,0,0.0218995540454449
"IO92",-34.09868897,114.8863721,20201016,10:16:00,"C.IO.52","South-west","Yes",0,2.5,97.5,172672,0,0,0.000579025384472855,0.00405317769130999,0,0,0,0,0,0,0,0.00984343153603854,0,0,0.000579025384472855,0,0,0,0,0,0,0.00289512692236428,0,0,0,0,0.000579025384472855,0,0,0,0,0,0,0,0,0
"IO146",-33.97618897,114.8213721,20201013,10:17:00,"C.IO.33","South-west","Yes",0,12.8205128205128,87.1794871794872,124285,0,0.00965258729558635,0,0.00160876454926439,0,0,0,0,0,0,0,0.00402191137316098,0.000804382274632196,0,0.00160876454926439,0,0,0,0,0,0,0.00241314682389659,0,0,0,0.000804382274632196,0,0,0,0,0,0,0,0,0,0.00643505819705757
"IO119",-34.07618897,114.9038721,20201029,10:17:00,"C.IO.39","South-west","Yes",0,2.5,97.5,101888,0,0,0.00098116169544741,0.00294348508634223,0,0,0,0.00098116169544741,0,0,0.00686813186813187,0.0127551020408163,0,0,0,0,0,0,0,0,0,0,0,0.00098116169544741,0,0.00490580847723705,0.00098116169544741,0,0,0,0,0,0,0,0,0
"IO235",-34.06618897,114.9138721,20201016,12:49:00,"C.IO.2","South-west",NA,0,0,100,105543,0,0,0.000947319559306941,0.00284195867792082,0,0,0,0.000947319559306941,0.00189463911861388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000947319559306941,0,0,0,0,0,0,0,0,0,0.00947319559306941
"IO100",-34.07618897,114.9088721,20201029,10:21:00,"C.IO.39","South-west","Yes",0,5.26315789473684,94.7368421052632,100045,0,0,0.000999230592443818,0.00299769177733146,0,0,0,0,0,0,0.00199846118488764,0.0139892282942135,0,0,0.00199846118488764,0,0,0,0,0,0,0,0,0,0,0,0.00299769177733146,0,0,0,0,0,0,0,0,0.00699461414710673
"IO36",-34.10368897,114.7188721,20201022,10:23:00,"C.IO.55","South-west","Yes",0,7.5,92.5,137279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211204008506423
"IO147",-33.98118897,114.8313721,20201013,10:28:00,"C.IO.33","South-west","Yes",0,0,100,121128,0,0,0,0.00165068255723742,0,0,0,0.00825341278618709,0,0,0.00825341278618709,0.000825341278618709,0.00165068255723742,0,0.00247602383585613,0,0,0,0,0,0,0.000825341278618709,0,0,0,0.00165068255723742,0.00165068255723742,0,0,0,0,0,0,0,0,0.000825341278618709
"FH15",-33.68868897,114.8063721,20201012,10:29:00,"C.FH.4","South-west","Yes",0,5,95,74573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0509308278940103
"IO306",-34.10118897,114.7338721,20201022,10:29:00,"C.IO.10","South-west","Yes",0,2.56410256410256,97.4358974358974,164773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224500940476913
"IO148",-34.01118897,114.5963721,20201123,10:31:00,"C.IO.46","South-west","Yes",0,5,95,115698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302420225864706
"FH30",-33.75118897,114.8888721,20201017,11:12:00,"C.FH.8","South-west","Yes",0,7.5,92.5,65311,0,0,0,0,0,0,0,0.00612163692571394,0,0,0,0.0382602307857121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00306081846285697
"FHC02",-33.72358,114.813293,20201012,11:13:00,"C.FH.6","South-west","Yes",0,0,100,99904,0,0,0,0.0130093667440557,0,0,0.00100072051877352,0,0,0,0,0,0,0,0.00400288207509407,0,0,0,0,0,0,0.0060043231126411,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FH93",-33.77618897,114.8688721,20201017,11:33:00,"C.FH.10","South-west","Yes",0,5,95,108738,0,0,0,0.00183865777982073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239025511376695,0.00183865777982073,0.0027579866697311,0,0,0.00367731555964146,0,0,0,0,0,0,0,0,0
"IO244",-34.00368897,114.9063721,20201019,11:35:00,"C.IO.47","South-west","Yes",0,8.57142857142857,91.4285714285714,69513,0,0,0.00143810400368155,0.00575241601472619,0,0,0,0.0143810400368155,0.00143810400368155,0,0,0,0.00143810400368155,0.00143810400368155,0,0,0,0,0,0,0,0,0,0,0,0.00143810400368155,0.00143810400368155,0,0,0,0,0,0,0,0,0.00431431201104464
