"sample","latitude","longitude","date","time","site","location","successful.count","rowid.x","fov.Facing Up","fov.Limited","fov.Open","mean.relief","sd.relief","rowid.y","detailed.Consolidated.Boulder.Turf mat","detailed.Consolidated.Cobbles.No biota","detailed.Consolidated.Cobbles.Turf mat","detailed.Consolidated.Rock.No biota","detailed.Consolidated.Rock.Turf mat","detailed.Consolidated.Rock.Veneer","detailed.Macroalgae.Articulated calcareous.","detailed.Macroalgae.Encrusting.Red","detailed.Macroalgae.Erect course branching.Brown","detailed.Macroalgae.Erect course branching.Green","detailed.Macroalgae.Erect course branching.Red","detailed.Macroalgae.Erect fine branching.Green","detailed.Macroalgae.Erect fine branching.Red","detailed.Macroalgae.Filamentous and filiform.","detailed.Macroalgae.Large canopy-forming.Ecklonia radiata","detailed.Macroalgae.Large canopy-forming.Scytothalia dorycarpa","detailed.Macroalgae.Sheet-like membranous.","detailed.Macroalgae.Small mixed.","detailed.Octocoral/Black.Fan (2D).","detailed.Seagrasses.Strap-like leaves.Thalassodendrum sp.","detailed.Sponges.Crusts.","detailed.Sponges.Erect forms.","detailed.Sponges.Hollow forms.","detailed.Sponges.Massive forms.","detailed.Sponges.Small mixed.","detailed.Stony corals.Sub-massive.Live","detailed.Unconsolidated.Sand.mud (coarse sand)"
"FH87",-33.92868897,114.8938721,20201029,12:36:00,"C.FH.21","South-west","Yes",153620,0,0,0.0260314981127164,2.08333333333333,0.829702233998107,36378,0,0,0,0,0.00274710180759299,0,0,0,0.0164826108455579,0,0,0,0.00274710180759299,0,0.00274710180759299,0,0,0,0,0.0164826108455579,0,0,0,0.00549420361518598,0,0,0.0192297126531509
"FH14",-33.76618897,114.8713721,20201017,11:24:00,"C.FH.10","South-west",NA,102610,0,0.0077949917178213,0.011692487576732,1.83333333333333,0.717740562565273,35694,0,0,0,0,0,0,0,0,0,0.0140032487537109,0,0,0.00280064975074217,0,0.00560129950148434,0,0,0,0,0,0,0,0,0,0,0,0.0112025990029687
"FH12",-33.91868897,114.8963721,20201029,12:46:00,"C.FH.21","South-west","Yes",105620,0,0.00946431951542684,0.0283929585462805,2.15,0.366347548532523,30620,0,0,0,0,0,0,0,0,0.0326370757180157,0.00326370757180157,0,0,0.0195822454308094,0,0,0,0,0,0,0.0097911227154047,0,0,0,0,0,0,0
"FH55",-33.92368897,114.9088721,20201029,12:52:00,"C.FH.20","South-west","Yes",132420,0,0,0.0301977955609241,0.703703703703704,0.868899162725891,47643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00209775540172016,0,0.00419551080344032,0,0,0.0503461296412838
"IO293",-34.08868897,114.7588721,20201022,12:55:00,"C.IO.12","South-west","Yes",232020,0,0,0.0172369214858226,0.615384615384615,1.1688258408137,47655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00419489481301256,0,0,0,0,0,0,0,0.0419489481301256
"IO330",-34.08833333,114.7545,20201022,13:00:00,"C.IO.12","South-west","Yes",250820,0,0.00199314358606394,0.0139520051024476,2.14285714285714,0.705233647349938,60480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165297452766253,0,0,0.00330594905532506,0,0,0,0,0.00826487263831264
"FH109",-33.91618897,114.9088721,20201029,13:04:00,"C.FH.20","South-west","Yes",102020,0,0,0.0391926317852244,2.6,0.598243041616119,35314,0,0,0.0113205411218656,0,0.00283013528046641,0,0,0,0.00283013528046641,0,0,0,0,0,0.00283013528046641,0,0,0,0,0.0254712175241977,0,0,0,0.00849040584139922,0,0,0.00283013528046641
"IO291",-34.08368897,114.7488721,20201022,13:09:00,"C.IO.12","South-west","Yes",231220,0,0,0.017296549338407,0,0,92325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270709258256632
"IOC04",-34.08755,114.749265,20201022,13:16:00,"C.IO.12","South-west","Yes",296420,0,0,0.0134925453686838,0.0857142857142857,0.284028640998691,142880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244900815169856
"FH94",-33.90868897,114.9413721,20201029,14:36:00,"C.FH.18","South-west","Yes",157220,0,0,0.0254355843825512,1.76,1.09087121146357,70394,0,0,0,0,0,0,0,0,0.00426021386273591,0.00284014257515727,0,0,0.00426021386273591,0,0,0,0,0,0,0.00568028515031455,0,0,0,0.00426021386273591,0,0,0.0142007128757864
"FH11",-33.89868897,114.9388721,20201029,14:48:00,"C.FH.18","South-west","Yes",102820,0,0,0.0388878086719813,1.52,1.35769412362775,21587,0,0,0,0,0,0,0,0,0.00925411808254673,0,0,0,0,0,0.00925411808254673,0,0,0,0,0,0,0,0,0.0370164723301869,0,0,0.0601517675365538
"FH78",-33.89118897,114.9163721,20201029,14:56:00,"C.FH.17","South-west","Yes",148020,0,0.00337700932054572,0.0236390652438201,0.842105263157895,0.374634324632678,27956,0,0,0,0.0107238605898123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0571939231456658
"IO372",-34.00618897,114.6438721,20201023,11:53:00,"C.IO.26","South-west",NA,189410,0,0,0.0105579897587499,1.38461538461538,1.38675049056307,71916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00556103935825606,0,0,0.0125123385560761
"FH67",-33.88868897,114.9238721,20201029,15:00:00,"C.FH.17","South-west","Yes",141220,0,0,0.0283165793572136,1,0,38195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039256739073541
"FH72",-33.88868897,114.9288721,20201029,15:06:00,"C.FH.17","South-west","Yes",146020,0,0,0.0273860057510612,2.9,0.307793505625546,42630,0,0,0,0,0,0,0,0,0.00703399765533412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351699882766706,0.00468933177022274,0,0
"FH35",-33.88368897,114.9313721,20201029,15:09:00,"C.FH.17","South-west","Yes",119620,0,0,0.0334280461307037,0.5,0.516397779494322,42324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377893245158243
"FH82",-33.68618897,114.9238721,20201017,06:46:00,"C.FH.3","South-west","Yes",150420,0,0.00199388541805131,0.0245912534892995,1.58333333333333,0.717281502356772,54873,0,0,0,0,0,0,0,0,0,0,0,0,0.014573010784028,0,0,0,0,0,0,0,0,0,0,0.003643252696007,0,0,0.0236811425240455
"IO228",-34.00368897,114.7938721,20201019,06:46:00,"C.IO.42","South-west","Yes",211220,0,0,0.0189340149578718,2.44,0.506622805119022,79188,0,0,0,0,0.00631209523689293,0,0,0.00126241904737859,0,0,0,0,0.00883693333165011,0,0.00126241904737859,0,0,0,0,0.00252483809475717,0,0.00504967618951435,0,0.00504967618951435,0,0.00126241904737859,0
"FH50",-33.68118897,114.9313721,20201017,06:51:00,"C.FH.3","South-west","Yes",129620,0,0,0.0308499151627333,0,0,22895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872790748418067
"IO379",-34.08368897,114.6813721,20201123,06:58:00,"C.IO.14","South-west","Yes",277220,0,0,0.0144268917261776,0.285714285714286,0.560611910581388,83121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00120276154049698,0,0,0,0,0.0240552308099396
"IO49",-34.06118897,114.7063721,20201023,06:59:00,"C.IO.34","South-west","Yes",281220,0,0,0.0142217165611889,0.4,0.502624689950035,81720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244678248103744
"FHC",-33.680718,114.965092,20201017,07:07:00,"C.FH.A","South-west","Yes",162020,0,0,0.0246822164630384,3,0,59841,0,0,0,0,0,0,0,0,0,0,0,0,0.0016703414177858,0,0.0434288768624307,0,0,0,0,0,0,0,0,0,0,0,0
"IO273",-33.99868897,114.8213721,20201019,07:07:00,"C.IO.22","South-west","Yes",164610,0,0,0.0121484541092146,2.5,0.52704627669473,48235,0,0,0,0,0,0,0,0,0,0,0,0.00621826095968494,0.0103637682661416,0,0,0,0,0,0,0.00414550730645663,0,0,0,0,0,0,0
"IO328",-33.99356667,114.8213667,20201019,07:13:00,"C.IO.22","South-west","Yes",249220,0,0.0012035625451336,0.0148439380566477,2.875,0.337831962346088,87048,0,0,0,0,0,0,0,0,0,0,0,0,0.00574237412715913,0,0.0172271223814774,0,0,0,0,0.00459389930172731,0,0,0,0,0,0,0
"IO329",-34.06481667,114.7266333,20201023,07:18:00,"C.IO.13","South-west","Yes",250020,0,0,0.0159961609213789,0,0,77935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269382728718764
"IO117",-34.06368897,114.7388721,20201023,07:25:00,"C.IO.31","South-west","Yes",175620,0,0.00170784469998861,0.0210634179665262,0,0,51450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388575869438508
"IO363",-33.98618897,114.7513721,20201015,07:26:00,"C.IO.25","South-west","Yes",269620,0,0,0.0148334940295187,2.9,0.959525744924238,110222,0,0,0,0,0,0,0,0,0,0.0036281179138322,0,0,0,0,0,0,0,0,0.0036281179138322,0,0,0.0108843537414966,0,0.0036281179138322,0.0018140589569161,0,0.0018140589569161
"FH71",-33.88368897,114.8188721,20201013,07:30:00,"C.FH.16","South-west","Yes",145220,0,0,0.0275368305108082,2.71875,0.634206387491867,61976,0,0,0,0,0,0,0,0,0,0,0.00161269513611147,0,0.00322539027222294,0,0.0306412075861179,0,0,0,0,0.00967617081666882,0,0,0,0,0.00161269513611147,0,0.00483808540833441
"IO59",-34.14118897,114.7663721,20201022,07:33:00,"C.IO.69","South-west","Yes",194210,0,0.00154456057251712,0.00875250991093034,0.181818181818182,0.404519917477945,62139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176991150442478
"IO276",-34.10118897,114.6363721,20201123,07:34:00,"C.IO.15","South-west","Yes",227220,0,0.00176009856551967,0.015840887089677,1,0.561951486949016,66660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001499700059988,0,0,0.028494301139772
"IO153",-34.04618897,114.8888721,20201016,07:36:00,"C.IO.65","South-west","Yes",187620,0,0,0.0213151444101034,2.03703703703704,0.436901809201096,59072,0,0,0,0,0.00169219054065488,0,0,0,0,0,0,0.00169219054065488,0.0253828581098232,0,0,0,0.00169219054065488,0,0,0,0,0,0,0.00507657162196463,0,0,0.00338438108130976
"IO377",-34.13868897,114.7588721,20201022,07:40:00,"C.IO.69","South-west","Yes",275620,0,0,0.0145106290357687,0,0,80210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249283310482363
"FH79",-33.88618897,114.8088721,20201013,07:43:00,"C.FH.16","South-west","Yes",148820,0,0.00201531640467553,0.0248555689909983,2.85714285714286,0.356348322549899,57901,0,0,0,0,0.00517875330145523,0,0,0,0.00172625110048508,0,0,0,0,0,0.0120837577033955,0,0,0,0,0.0293462687082463,0,0,0,0,0,0,0
"FH24",-33.66868897,114.8438721,20201012,07:55:00,"C.FH.1","South-west",NA,112820,0,0.0026581605528974,0.0327839801524012,1.6,0.502624689950035,32680,0,0,0,0,0,0,0,0,0.036697247706422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244648318042813
"IO130",-33.98118897,114.8763721,20201013,12:24:00,"C.IO.37","South-west",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IO15",-34.06118897,114.8663721,20201016,07:59:00,"C.IO.35","South-west","Yes",186020,0,0,0.0214984413630012,2.83333333333333,0.380693493813441,58530,0,0,0,0,0.00170785442248903,0,0,0,0.00170785442248903,0,0,0.00170785442248903,0,0,0.00170785442248903,0,0,0,0,0.0307413796048025,0,0,0,0,0.00170785442248903,0,0
"IO34",-34.06118897,114.8713721,20201016,08:02:00,"C.IO.35","South-west","Yes",258820,0,0.000772618403770378,0.0146797496716372,2.65217391304348,0.486984753557674,91368,0,0,0,0,0,0,0,0,0.00328259894300314,0,0,0,0.00656519788600628,0,0.00437679859067085,0,0,0,0,0.0109419964766771,0,0,0,0,0,0,0
"IO326",-34.00425,114.6892833,20201123,12:26:00,"C.IO.24","South-west",NA,175810,0,0,0.011374623215606,1.18181818181818,0.603022689155527,56507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00176934781839414,0,0,0.0176934781839414
"IO96",-34.13618897,114.7363721,20201022,08:06:00,"C.IO.68","South-west","Yes",294820,0,0,0.0135657600217052,0.16,0.374165738677394,105363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237218658670816
"FH83",-33.91118897,114.8463721,20201013,08:13:00,"C.FH.19","South-west","Yes",151220,0,0,0.0264445325928864,1.78260869565217,0.671262158456362,55142,0,0,0,0,0,0,0,0,0.0145019486993565,0,0,0,0.016314692286776,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108764615245174
"IO365",-34.02368897,114.7538721,20201015,08:23:00,"C.IO.23","South-west","Yes",271220,0,0.0011059500110595,0.0136400501364005,2.35,0.489360484929593,34723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00287927212000806,0,0.00287927212000806,0.0172756327200484,0,0
"FHC01",-33.669869,114.809825,20201012,08:38:00,"C.FH.2","South-west","Yes",162820,0,0.00122804863072578,0.0233329239837898,2.59090909090909,0.503236279740196,49671,0,0,0,0,0,0,0,0,0,0,0,0,0.0201235586501117,0,0.00603706759503351,0,0,0.0160988469200893,0,0,0,0,0,0.00201235586501117,0,0,0
"IO189",-33.98868897,114.6638721,20201023,12:31:00,"C.IO.40","South-west",NA,147410,0,0,0.0135657600217052,0.454545454545455,0.934198732993827,47487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021053518042865,0,0,0,0,0.021053518042865
"FH64",-33.70118897,114.9388721,20201017,08:56:00,"C.FH.5","South-west","Yes",139220,0,0,0.0287232514720666,0,0,58135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429848693259972
"IO75",-34.03368897,114.8538721,20201019,09:10:00,"C.IO.60","South-west","Yes",290420,0,0.000688562969083523,0.0130826964125869,2.54166666666667,0.508977377704051,94950,0,0,0,0,0.00105291974645693,0,0,0,0,0,0,0,0.00947627771811233,0,0,0,0,0,0,0.0126350369574831,0,0,0,0.00105291974645693,0,0.00105291974645693,0
"IO74",-34.02868897,114.8513721,20201019,09:14:00,"C.IO.60","South-west","Yes",289620,0,0,0.0138092936546296,2.8,0.408248290463863,97310,0,0,0,0,0,0,0,0,0,0,0,0,0.00513689834078184,0.00102737966815637,0,0,0,0,0,0.019520213694971,0,0,0,0,0,0,0
"FH28",-33.76368897,114.9338721,20201017,09:24:00,"C.FH.9","South-west","Yes",115620,0,0,0.0345841258862182,0.76,0.66332495807108,34655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00288350634371396,0,0,0,0,0.0692041522491349
"FH46",-33.76618897,114.9288721,20201017,09:28:00,"C.FH.9","South-west","Yes",126020,0,0.00237981913374584,0.029351102649532,0.95,0.825577947481897,51235,0,0,0,0,0,0,0,0,0.00195102916788606,0,0,0,0,0,0,0,0,0,0,0,0,0.00195102916788606,0,0,0,0,0.0351185250219491
"IO299",-34.08118897,114.6763721,20201023,09:32:00,"C.IO.14","South-west","Yes",236020,0,0.00127086333982886,0.0156739811912226,0.333333333333333,0.483045891539648,74087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028337021644087
"IO66",-34.01618897,114.8813721,20201019,09:36:00,"C.IO.19","South-west","Yes",286420,0,0,0.0139635551211338,2.42307692307692,0.643308754678618,111033,0,0,0,0,0,0,0,0,0.000900422298057789,0.000900422298057789,0,0,0.0081038006825201,0,0.00270126689417337,0,0,0,0,0.0081038006825201,0,0,0,0,0.000900422298057789,0,0.00180084459611558
"IO298",-34.07618897,114.6713721,20201023,09:39:00,"C.IO.14","South-west","Yes",235220,0,0,0.0170024653574768,0.3,0.470162345981627,68910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290149426954882
"FH23",-33.94618897,114.8288721,20201013,09:51:00,"C.FH.22","South-west","Yes",112020,0,0,0.0356951633053721,2.48,0.653197264742181,33345,0,0,0.0239736290080911,0,0.00299670362601139,0,0,0,0,0,0,0,0,0,0.00599340725202278,0,0,0,0,0.0359604435121366,0,0,0,0,0,0,0.00599340725202278
"IO199",-34.08618897,114.8613721,20201016,09:51:00,"C.IO.6","South-west","Yes",197220,0,0.00101389029706986,0.0192639156443273,2.6,0.502624689950035,58100,0,0,0,0.00172057811424639,0,0,0,0,0,0,0,0,0.0206469373709566,0,0.00172057811424639,0,0,0,0,0.0103234686854783,0,0,0,0,0,0,0
"IO195",-34.09368897,114.8588721,20201016,09:57:00,"C.IO.6","South-west","Yes",196420,0,0,0.0203603787030439,2.33333333333333,0.679366220486757,73716,0,0,0,0,0,0,0,0,0.00542424365702507,0,0,0,0.0122045482283064,0,0.00542424365702507,0,0,0,0,0.00949242639979388,0,0,0,0,0,0,0.0040681827427688
"IO109",-34.05618897,114.6738721,20201023,09:57:00,"C.IO.30","South-west","Yes",172420,0,0,0.0231937840658703,0.25,0.550119604220181,50600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395100750691426
"FH40",-33.92368897,114.8888721,20201029,12:40:00,"C.FH.21","South-west",NA,111410,0,0,0.0179484878398995,2,0.912870929175277,41977,0,0,0,0.00238151940938319,0,0,0,0,0,0,0,0,0.0238151940938319,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00476303881876637
"FH113",-33.72368897,114.7963721,20201012,12:41:00,"C.FH.7","South-west",NA,101810,0,0,0.0196405774329765,2.7,0.483045891539648,29535,0,0,0,0,0.00338466745642241,0,0,0,0.00338466745642241,0,0,0,0,0,0,0,0,0,0,0.0236926721949568,0,0,0,0.00338466745642241,0,0,0
"IO311",-34.05618897,114.7688721,20201015,10:03:00,"C.IO.8","South-west","Yes",242420,0,0.00123731749566939,0.0152602491132558,2.36,0.489897948556636,37469,0,0,0,0,0,0,0,0,0,0.0106723585912487,0,0,0,0,0,0,0,0,0,0,0,0.00266808964781217,0,0.00266808964781217,0.0133404482390608,0,0
"FH77",-33.99618897,114.8763721,20201013,12:42:00,"C.FH.24","South-west",NA,123810,0,0,0.0161511749979811,2,0,36055,0,0,0,0,0,0,0,0,0.0277277138499931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IO349",-34.02368897,114.5963721,20201123,10:03:00,"C.IO.27","South-west","Yes",260820,0,0.00115004216821283,0.0141838534079583,0.95,0.394034462826206,76020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00131509731720147,0,0.024986849026828
"FH2",-33.91868897,114.8913721,20201029,12:43:00,"C.FH.21","South-west",NA,104610,0,0,0.0191149765841537,3,0,15160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0329706561160567,0,0,0,0,0,0,0
"IO310",-34.05868897,114.7738721,20201015,10:06:00,"C.IO.8","South-west","Yes",241620,0,0,0.0165521807498138,1.44444444444444,0.847318545736323,86870,0,0,0,0,0,0,0,0,0,0.00115081420104724,0,0,0,0,0,0,0,0,0,0,0,0.00920651360837793,0,0.00115081420104724,0,0,0.0172622130157086
"IO308",-34.11118897,114.7288721,20201022,10:06:00,"C.IO.9","South-west","Yes",240820,0,0,0.0166071576849622,0.454545454545455,0.505649896847432,126857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260067775238395
"IO92",-34.09868897,114.8863721,20201016,10:16:00,"C.IO.52","South-west","Yes",293220,0,0,0.0136397735797586,2.34782608695652,0.486984753557674,93231,0,0,0,0,0,0,0,0,0.00214468012095996,0,0,0,0.0171574409676797,0,0.00107234006047998,0,0,0.00107234006047998,0,0.00321702018143994,0,0,0,0,0,0,0
"IO146",-33.97618897,114.8213721,20201013,10:17:00,"C.IO.33","South-west","Yes",183620,0,0.00163345311989546,0.020145921812044,2.14814814814815,0.718101326881879,74234,0,0,0,0,0.0175058240530022,0,0,0,0,0,0,0,0,0,0.00807961110138565,0,0,0,0,0.00403980555069283,0,0,0,0,0,0,0.00673300925115471
"IO119",-34.07618897,114.9038721,20201029,10:17:00,"C.IO.39","South-west","Yes",176420,0,0.00170010200612037,0.0209679247421512,2.20833333333333,0.414851116999053,56188,0,0,0,0,0,0,0,0,0,0.00177897957731445,0,0,0.0338006119689746,0,0,0,0,0,0,0,0,0.00533693873194336,0,0.00177897957731445,0,0,0
"IO235",-34.06618897,114.9138721,20201016,12:49:00,"C.IO.2","South-west",NA,157410,0,0,0.0127040589468335,2.06666666666667,0.961150104723255,69105,0,0,0,0,0.00144675925925926,0,0,0,0,0,0,0,0.00289351851851852,0,0.00144675925925926,0,0,0,0,0,0,0.00434027777777778,0,0.00289351851851852,0,0,0.00868055555555556
"IO100",-34.07618897,114.9088721,20201029,10:21:00,"C.IO.39","South-west","Yes",167620,0,0,0.0238578074674937,2.28571428571429,0.599823607228292,71765,0,0,0,0,0,0,0,0,0,0,0,0,0.0264649756940092,0,0.00139289345757943,0,0,0.00139289345757943,0,0.00417868037273829,0,0.00278578691515886,0,0,0,0,0.00278578691515886
"IO36",-34.10368897,114.7188721,20201022,10:23:00,"C.IO.55","South-west","Yes",268020,0,0,0.0149220323808103,0.12,0.33166247903554,90190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0277115778972455
"IO147",-33.98118897,114.8313721,20201013,10:28:00,"C.IO.33","South-west","Yes",184420,0,0,0.021684918139434,2.57692307692308,0.503831473655779,79137,0,0,0,0,0.00126321640160176,0,0,0,0.0151585968192211,0,0,0.00505286560640703,0.00631608200800879,0,0.00252643280320352,0,0,0,0,0.00252643280320352,0,0,0,0,0,0,0
"FH15",-33.68868897,114.8063721,20201012,10:29:00,"C.FH.4","South-west","Yes",106820,0,0.00748643084409508,0.0299457233763803,0,0,36923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595479767221546
"IO306",-34.10118897,114.7338721,20201022,10:29:00,"C.IO.10","South-west","Yes",239220,0,0.0012538660871019,0.0154643484075901,0.0454545454545455,0.21320071635561,79985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274975939605285
"IO148",-34.01118897,114.5963721,20201123,10:31:00,"C.IO.46","South-west","Yes",185220,0,0,0.0215912771240419,0.8,0.645497224367903,60790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016443311682973,0,0,0.0394639480391351
"FH30",-33.75118897,114.8888721,20201017,11:12:00,"C.FH.8","South-west","Yes",116420,0,0.00257599175682638,0.0317705650008587,2.81818181818182,0.394771016975861,39971,0,0,0,0,0,0,0,0,0,0,0,0,0.0550096266846698,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FHC02",-33.72358,114.813293,20201012,11:13:00,"C.FH.6","South-west","Yes",163620,0,0,0.024440914090187,2.59259259259259,0.50071174413254,83550,0,0,0,0,0.00837551000873446,0,0.00119650142981921,0,0.00239300285963842,0,0,0,0.00358950428945763,0,0.00358950428945763,0,0,0,0,0.0131615157280113,0,0,0,0,0,0,0
"FH93",-33.77618897,114.8688721,20201017,11:33:00,"C.FH.10","South-west","Yes",156420,0,0,0.0255656397801355,2.96296296296296,0.192450089729875,65175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322080949678686,0,0,0,0.00613487523197497,0.00153371880799374,0,0
"IO244",-34.00368897,114.9063721,20201019,11:35:00,"C.IO.47","South-west","Yes",216020,0,0,0.0185133759140979,1.88,0.525991127935317,60333,0,0,0.00331356241094801,0,0.00497034361642202,0,0,0,0.013254249643792,0,0,0,0.001656781205474,0,0,0,0,0.00497034361642202,0,0,0,0.001656781205474,0,0,0.00331356241094801,0,0.00828390602737003
"IO260",-33.97118897,114.9163721,20201019,11:55:00,"C.IO.20","South-west","Yes",220020,0,0,0.0181768608561301,2.46153846153846,0.508391127441794,74785,0,0,0,0,0,0,0,0,0,0,0,0,0.0133673755831518,0,0,0,0,0,0,0.0120306380248366,0,0.00267347511663035,0,0.00133673755831518,0.00267347511663035,0,0
"IO324",-34.00006,114.639778,20201023,11:59:00,"C.IO.26","South-west","Yes",246420,0,0,0.0162298141686278,0.75,0.442325868464691,92308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259931551358142
"IO259",-33.96868897,114.9213721,20201019,12:00:00,"C.IO.20","South-west","Yes",219220,0,0.000912159080543647,0.0173310225303293,2.64,0.489897948556636,88085,0,0,0,0,0,0,0,0,0,0,0,0,0.00567472477584837,0,0,0,0,0.00113494495516967,0,0,0,0.00794461468618772,0,0.00680966973101805,0.00680966973101805,0,0
"IO254",-34.01868897,114.6963721,20201123,12:10:00,"C.IO.49","South-west","Yes",218020,0,0,0.0183435751627992,1.12,0.665832811847939,69380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00144085990519142,0,0,0.0316989179142112
"IO5",-34.08868897,114.7763721,20201015,12:12:00,"C.IO.43","South-west","Yes",282020,0,0,0.0141813798482592,1.04166666666667,0.750603621828092,78842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00126803783824909,0,0,0.0240927189267328
"IO134",-33.98368897,114.8613721,20201013,12:14:00,"C.IO.37","South-west","Yes",182020,0,0,0.0219707788641107,2.6,0.577350269189626,74000,0,0,0,0,0,0,0,0,0,0,0,0,0.01080715974333,0,0.00675447483958122,0,0,0,0,0.0148598446470787,0,0,0,0,0,0,0.00135089496791624
"IO191",-33.99868897,114.6713721,20201023,12:20:00,"C.IO.40","South-west","Yes",194420,0,0,0.0205697829887895,0.652173913043478,0.647280721183483,52838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0397283338693505
"IO236",-34.08118897,114.9238721,20201016,12:22:00,"C.IO.1","South-west","Yes",213220,0,0,0.018756447528838,2.16,0.472581562625261,71170,0,0,0,0,0.00140459301917269,0,0,0,0,0,0,0.00140459301917269,0.00983215113420886,0,0,0,0,0.00561837207669078,0,0,0.00421377905751808,0.00280918603834539,0,0.00421377905751808,0.00421377905751808,0,0.00140459301917269
"IO194",-33.99618897,114.6638721,20201023,12:24:00,"C.IO.40","South-west","Yes",148610,0,0.00134562336002153,0.0121106102401938,0.666666666666667,0.492365963917331,52182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022991148407863
