"","X","sample","family","unique.name","genus","full.name","species","maxn","latitude","longitude","date","time","location","status","depth","cluster","bathy","flowdir","slope","Temp_mean","Temp_sterr","Temp_trend","mean.relief","sd.relief","detailed.Consolidated.Boulder","detailed.Consolidated.Rock","detailed.Macroalgae.Erect.course.branching","detailed.Macroalgae.Erect.fine.branching","detailed.Macroalgae.Large.canopy.forming","detailed.Macroalgae.Small.mixed","detailed.Seagrasses.Strap.like.leaves","detailed.Sponges.Erect.forms","detailed.Sponges.Massive.forms","detailed.Sponges.Small.mixed","detailed.Unconsolidated.Pebble...gravel..pebble.10.64mm.","detailed.Unconsolidated.Sand","detailed.Unconsolidated.Sand...mud..coarse.sand."
"252",252,"27","Labridae","Labridae Pseudolabrus biserialis","Pseudolabrus","Pseudolabrus biserialis","biserialis",2,-34.121824,114.832898,20200603,"10:19","South-west","No-take",47.8,"c7",-47,8,0.00168931379448622,20.0540866851807,0.0187142491340637,0.177060022950172,2.06896551724138,0.65088041927611,0,44.8275862068966,0,13.7931034482759,20.6896551724138,0,0,0,3.44827586206897,0,6.89655172413793,10.3448275862069,0
"253",253,"27","Mullidae","Mullidae Upeneichthys vlamingii","Upeneichthys","Upeneichthys vlamingii","vlamingii",1,-34.121824,114.832898,20200603,"10:19","South-west","No-take",47.8,"c7",-47,8,0.00168931379448622,20.0540866851807,0.0187142491340637,0.177060022950172,2.06896551724138,0.65088041927611,0,44.8275862068966,0,13.7931034482759,20.6896551724138,0,0,0,3.44827586206897,0,6.89655172413793,10.3448275862069,0
"254",254,"27","Platycephalidae","Platycephalidae Platycephalus spp","Platycephalus","Platycephalus spp","spp",1,-34.121824,114.832898,20200603,"10:19","South-west","No-take",47.8,"c7",-47,8,0.00168931379448622,20.0540866851807,0.0187142491340637,0.177060022950172,2.06896551724138,0.65088041927611,0,44.8275862068966,0,13.7931034482759,20.6896551724138,0,0,0,3.44827586206897,0,6.89655172413793,10.3448275862069,0
"255",255,"27","Scorpididae","Scorpididae Neatypus obliquus","Neatypus","Neatypus obliquus","obliquus",16,-34.121824,114.832898,20200603,"10:19","South-west","No-take",47.8,"c7",-47,8,0.00168931379448622,20.0540866851807,0.0187142491340637,0.177060022950172,2.06896551724138,0.65088041927611,0,44.8275862068966,0,13.7931034482759,20.6896551724138,0,0,0,3.44827586206897,0,6.89655172413793,10.3448275862069,0
"256",256,"27","Urolophidae","Urolophidae Trygonoptera ovalis","Trygonoptera","Trygonoptera ovalis","ovalis",1,-34.121824,114.832898,20200603,"10:19","South-west","No-take",47.8,"c7",-47,8,0.00168931379448622,20.0540866851807,0.0187142491340637,0.177060022950172,2.06896551724138,0.65088041927611,0,44.8275862068966,0,13.7931034482759,20.6896551724138,0,0,0,3.44827586206897,0,6.89655172413793,10.3448275862069,0
"257",257,"28","Labridae","Labridae Coris auricularis","Coris","Coris auricularis","auricularis",106,-34.112916,114.852137,20200603,"10:27","South-west","No-take",44.7,"c6",-44,32,0.00235094083473086,19.9640884399414,0.0187142491340637,0.187060013413429,2.15384615384615,0.36794648440312,0,19.2307692307692,15.3846153846154,42.3076923076923,19.2307692307692,0,0,0,0,3.84615384615385,0,0,0
"258",258,"28","Labridae","Labridae Notolabrus parilus","Notolabrus","Notolabrus parilus","parilus",1,-34.112916,114.852137,20200603,"10:27","South-west","No-take",44.7,"c6",-44,32,0.00235094083473086,19.9640884399414,0.0187142491340637,0.187060013413429,2.15384615384615,0.36794648440312,0,19.2307692307692,15.3846153846154,42.3076923076923,19.2307692307692,0,0,0,0,3.84615384615385,0,0,0
"259",259,"28","Labridae","Labridae Ophthalmolepis lineolatus","Ophthalmolepis","Ophthalmolepis lineolatus","lineolatus",4,-34.112916,114.852137,20200603,"10:27","South-west","No-take",44.7,"c6",-44,32,0.00235094083473086,19.9640884399414,0.0187142491340637,0.187060013413429,2.15384615384615,0.36794648440312,0,19.2307692307692,15.3846153846154,42.3076923076923,19.2307692307692,0,0,0,0,3.84615384615385,0,0,0
"260",260,"28","Labridae","Labridae Pseudolabrus biserialis","Pseudolabrus","Pseudolabrus biserialis","biserialis",8,-34.112916,114.852137,20200603,"10:27","South-west","No-take",44.7,"c6",-44,32,0.00235094083473086,19.9640884399414,0.0187142491340637,0.187060013413429,2.15384615384615,0.36794648440312,0,19.2307692307692,15.3846153846154,42.3076923076923,19.2307692307692,0,0,0,0,3.84615384615385,0,0,0
"261",261,"28","Monacanthidae","Monacanthidae Meuschenia galii","Meuschenia","Meuschenia galii","galii",1,-34.112916,114.852137,20200603,"10:27","South-west","No-take",44.7,"c6",-44,32,0.00235094083473086,19.9640884399414,0.0187142491340637,0.187060013413429,2.15384615384615,0.36794648440312,0,19.2307692307692,15.3846153846154,42.3076923076923,19.2307692307692,0,0,0,0,3.84615384615385,0,0,0
"262",262,"28","Mullidae","Mullidae Upeneichthys vlamingii","Upeneichthys","Upeneichthys vlamingii","vlamingii",1,-34.112916,114.852137,20200603,"10:27","South-west","No-take",44.7,"c6",-44,32,0.00235094083473086,19.9640884399414,0.0187142491340637,0.187060013413429,2.15384615384615,0.36794648440312,0,19.2307692307692,15.3846153846154,42.3076923076923,19.2307692307692,0,0,0,0,3.84615384615385,0,0,0
"263",263,"28","Odacidae","Odacidae Siphonognathus caninis","Siphonognathus","Siphonognathus caninis","caninis",1,-34.112916,114.852137,20200603,"10:27","South-west","No-take",44.7,"c6",-44,32,0.00235094083473086,19.9640884399414,0.0187142491340637,0.187060013413429,2.15384615384615,0.36794648440312,0,19.2307692307692,15.3846153846154,42.3076923076923,19.2307692307692,0,0,0,0,3.84615384615385,0,0,0
"264",264,"28","Pomacentridae","Pomacentridae Chromis klunzingeri","Chromis","Chromis klunzingeri","klunzingeri",36,-34.112916,114.852137,20200603,"10:27","South-west","No-take",44.7,"c6",-44,32,0.00235094083473086,19.9640884399414,0.0187142491340637,0.187060013413429,2.15384615384615,0.36794648440312,0,19.2307692307692,15.3846153846154,42.3076923076923,19.2307692307692,0,0,0,0,3.84615384615385,0,0,0
"265",265,"28","Rhinobatidae","Rhinobatidae Trygonorrhina dumerilii","Trygonorrhina","Trygonorrhina dumerilii","dumerilii",1,-34.112916,114.852137,20200603,"10:27","South-west","No-take",44.7,"c6",-44,32,0.00235094083473086,19.9640884399414,0.0187142491340637,0.187060013413429,2.15384615384615,0.36794648440312,0,19.2307692307692,15.3846153846154,42.3076923076923,19.2307692307692,0,0,0,0,3.84615384615385,0,0,0
"266",266,"28","Urolophidae","Urolophidae Trygonoptera ovalis","Trygonoptera","Trygonoptera ovalis","ovalis",1,-34.112916,114.852137,20200603,"10:27","South-west","No-take",44.7,"c6",-44,32,0.00235094083473086,19.9640884399414,0.0187142491340637,0.187060013413429,2.15384615384615,0.36794648440312,0,19.2307692307692,15.3846153846154,42.3076923076923,19.2307692307692,0,0,0,0,3.84615384615385,0,0,0
"267",267,"28","Unknown","Unknown Unknown spp","Unknown","Unknown spp","spp",1,-34.112916,114.852137,20200603,"10:27","South-west","No-take",44.7,"c6",-44,32,0.00235094083473086,19.9640884399414,0.0187142491340637,0.187060013413429,2.15384615384615,0.36794648440312,0,19.2307692307692,15.3846153846154,42.3076923076923,19.2307692307692,0,0,0,0,3.84615384615385,0,0,0
"268",268,"29","Carangidae","Carangidae Pseudocaranx spp","Pseudocaranx","Pseudocaranx spp","spp",9,-34.111084,114.855648,20200603,"10:31","South-west","No-take",43,"c6",-43,32,0.00146100483834743,19.9640884399414,0.0187142491340637,0.187060013413429,2.45833333333333,0.588229965875272,0,0,41.6666666666667,12.5,20.8333333333333,0,4.16666666666667,0,0,16.6666666666667,0,4.16666666666667,0
"269",269,"29","Carcharhinidae","Carcharhinidae Carcharhinus brevipinna","Carcharhinus","Carcharhinus brevipinna","brevipinna",1,-34.111084,114.855648,20200603,"10:31","South-west","No-take",43,"c6",-43,32,0.00146100483834743,19.9640884399414,0.0187142491340637,0.187060013413429,2.45833333333333,0.588229965875272,0,0,41.6666666666667,12.5,20.8333333333333,0,4.16666666666667,0,0,16.6666666666667,0,4.16666666666667,0
"270",270,"29","Dasyatidae","Dasyatidae Bathytoshia brevicaudata","Bathytoshia","Bathytoshia brevicaudata","brevicaudata",1,-34.111084,114.855648,20200603,"10:31","South-west","No-take",43,"c6",-43,32,0.00146100483834743,19.9640884399414,0.0187142491340637,0.187060013413429,2.45833333333333,0.588229965875272,0,0,41.6666666666667,12.5,20.8333333333333,0,4.16666666666667,0,0,16.6666666666667,0,4.16666666666667,0
"271",271,"29","Labridae","Labridae Austrolabrus maculatus","Austrolabrus","Austrolabrus maculatus","maculatus",1,-34.111084,114.855648,20200603,"10:31","South-west","No-take",43,"c6",-43,32,0.00146100483834743,19.9640884399414,0.0187142491340637,0.187060013413429,2.45833333333333,0.588229965875272,0,0,41.6666666666667,12.5,20.8333333333333,0,4.16666666666667,0,0,16.6666666666667,0,4.16666666666667,0
"272",272,"29","Labridae","Labridae Coris auricularis","Coris","Coris auricularis","auricularis",1,-34.111084,114.855648,20200603,"10:31","South-west","No-take",43,"c6",-43,32,0.00146100483834743,19.9640884399414,0.0187142491340637,0.187060013413429,2.45833333333333,0.588229965875272,0,0,41.6666666666667,12.5,20.8333333333333,0,4.16666666666667,0,0,16.6666666666667,0,4.16666666666667,0
"273",273,"29","Labridae","Labridae Ophthalmolepis lineolatus","Ophthalmolepis","Ophthalmolepis lineolatus","lineolatus",3,-34.111084,114.855648,20200603,"10:31","South-west","No-take",43,"c6",-43,32,0.00146100483834743,19.9640884399414,0.0187142491340637,0.187060013413429,2.45833333333333,0.588229965875272,0,0,41.6666666666667,12.5,20.8333333333333,0,4.16666666666667,0,0,16.6666666666667,0,4.16666666666667,0
"274",274,"29","Labridae","Labridae Pseudolabrus biserialis","Pseudolabrus","Pseudolabrus biserialis","biserialis",6,-34.111084,114.855648,20200603,"10:31","South-west","No-take",43,"c6",-43,32,0.00146100483834743,19.9640884399414,0.0187142491340637,0.187060013413429,2.45833333333333,0.588229965875272,0,0,41.6666666666667,12.5,20.8333333333333,0,4.16666666666667,0,0,16.6666666666667,0,4.16666666666667,0
"275",275,"29","Monacanthidae","Monacanthidae Meuschenia galii","Meuschenia","Meuschenia galii","galii",1,-34.111084,114.855648,20200603,"10:31","South-west","No-take",43,"c6",-43,32,0.00146100483834743,19.9640884399414,0.0187142491340637,0.187060013413429,2.45833333333333,0.588229965875272,0,0,41.6666666666667,12.5,20.8333333333333,0,4.16666666666667,0,0,16.6666666666667,0,4.16666666666667,0
"276",276,"29","Pomacentridae","Pomacentridae Chromis klunzingeri","Chromis","Chromis klunzingeri","klunzingeri",10,-34.111084,114.855648,20200603,"10:31","South-west","No-take",43,"c6",-43,32,0.00146100483834743,19.9640884399414,0.0187142491340637,0.187060013413429,2.45833333333333,0.588229965875272,0,0,41.6666666666667,12.5,20.8333333333333,0,4.16666666666667,0,0,16.6666666666667,0,4.16666666666667,0
"277",277,"29","Scorpididae","Scorpididae Neatypus obliquus","Neatypus","Neatypus obliquus","obliquus",19,-34.111084,114.855648,20200603,"10:31","South-west","No-take",43,"c6",-43,32,0.00146100483834743,19.9640884399414,0.0187142491340637,0.187060013413429,2.45833333333333,0.588229965875272,0,0,41.6666666666667,12.5,20.8333333333333,0,4.16666666666667,0,0,16.6666666666667,0,4.16666666666667,0
"278",278,"29","Serranidae","Serranidae Caesioperca sp1","Caesioperca","Caesioperca sp1","sp1",7,-34.111084,114.855648,20200603,"10:31","South-west","No-take",43,"c6",-43,32,0.00146100483834743,19.9640884399414,0.0187142491340637,0.187060013413429,2.45833333333333,0.588229965875272,0,0,41.6666666666667,12.5,20.8333333333333,0,4.16666666666667,0,0,16.6666666666667,0,4.16666666666667,0
"279",279,"29","Triakidae","Triakidae Furgaleus macki","Furgaleus","Furgaleus macki","macki",1,-34.111084,114.855648,20200603,"10:31","South-west","No-take",43,"c6",-43,32,0.00146100483834743,19.9640884399414,0.0187142491340637,0.187060013413429,2.45833333333333,0.588229965875272,0,0,41.6666666666667,12.5,20.8333333333333,0,4.16666666666667,0,0,16.6666666666667,0,4.16666666666667,0
"280",280,"29","Rhinobatidae","Rhinobatidae Trygonorrhina dumerilii","Trygonorrhina","Trygonorrhina dumerilii","dumerilii",2,-34.111084,114.855648,20200603,"10:31","South-west","No-take",43,"c6",-43,32,0.00146100483834743,19.9640884399414,0.0187142491340637,0.187060013413429,2.45833333333333,0.588229965875272,0,0,41.6666666666667,12.5,20.8333333333333,0,4.16666666666667,0,0,16.6666666666667,0,4.16666666666667,0
"281",281,"29","Urolophidae","Urolophidae Trygonoptera ovalis","Trygonoptera","Trygonoptera ovalis","ovalis",1,-34.111084,114.855648,20200603,"10:31","South-west","No-take",43,"c6",-43,32,0.00146100483834743,19.9640884399414,0.0187142491340637,0.187060013413429,2.45833333333333,0.588229965875272,0,0,41.6666666666667,12.5,20.8333333333333,0,4.16666666666667,0,0,16.6666666666667,0,4.16666666666667,0
"282",282,"3","Gerreidae","Gerreidae Parequula melbournensis","Parequula","Parequula melbournensis","melbournensis",2,-34.126906,114.925945,20200602,"09:27","South-west","No-take",39.3,"c1",-39,1,0.0178407672792673,19.764087677002,0.0187142491340637,0.237060010433197,3,0.377964473009227,0,0,6.66666666666667,0,33.3333333333333,60,0,0,0,0,0,0,0
"283",283,"3","Glaucosomatidae","Glaucosomatidae Glaucosoma hebraicum","Glaucosoma","Glaucosoma hebraicum","hebraicum",3,-34.126906,114.925945,20200602,"09:27","South-west","No-take",39.3,"c1",-39,1,0.0178407672792673,19.764087677002,0.0187142491340637,0.237060010433197,3,0.377964473009227,0,0,6.66666666666667,0,33.3333333333333,60,0,0,0,0,0,0,0
"284",284,"3","Labridae","Labridae Coris auricularis","Coris","Coris auricularis","auricularis",3,-34.126906,114.925945,20200602,"09:27","South-west","No-take",39.3,"c1",-39,1,0.0178407672792673,19.764087677002,0.0187142491340637,0.237060010433197,3,0.377964473009227,0,0,6.66666666666667,0,33.3333333333333,60,0,0,0,0,0,0,0
"285",285,"3","Labridae","Labridae Ophthalmolepis lineolatus","Ophthalmolepis","Ophthalmolepis lineolatus","lineolatus",6,-34.126906,114.925945,20200602,"09:27","South-west","No-take",39.3,"c1",-39,1,0.0178407672792673,19.764087677002,0.0187142491340637,0.237060010433197,3,0.377964473009227,0,0,6.66666666666667,0,33.3333333333333,60,0,0,0,0,0,0,0
"286",286,"3","Labridae","Labridae Pseudolabrus biserialis","Pseudolabrus","Pseudolabrus biserialis","biserialis",8,-34.126906,114.925945,20200602,"09:27","South-west","No-take",39.3,"c1",-39,1,0.0178407672792673,19.764087677002,0.0187142491340637,0.237060010433197,3,0.377964473009227,0,0,6.66666666666667,0,33.3333333333333,60,0,0,0,0,0,0,0
"287",287,"3","Pomacentridae","Pomacentridae Chromis klunzingeri","Chromis","Chromis klunzingeri","klunzingeri",12,-34.126906,114.925945,20200602,"09:27","South-west","No-take",39.3,"c1",-39,1,0.0178407672792673,19.764087677002,0.0187142491340637,0.237060010433197,3,0.377964473009227,0,0,6.66666666666667,0,33.3333333333333,60,0,0,0,0,0,0,0
"288",288,"3","Scorpididae","Scorpididae Neatypus obliquus","Neatypus","Neatypus obliquus","obliquus",9,-34.126906,114.925945,20200602,"09:27","South-west","No-take",39.3,"c1",-39,1,0.0178407672792673,19.764087677002,0.0187142491340637,0.237060010433197,3,0.377964473009227,0,0,6.66666666666667,0,33.3333333333333,60,0,0,0,0,0,0,0
"289",289,"3","Sparidae","Sparidae Chrysophrys auratus","Chrysophrys","Chrysophrys auratus","auratus",2,-34.126906,114.925945,20200602,"09:27","South-west","No-take",39.3,"c1",-39,1,0.0178407672792673,19.764087677002,0.0187142491340637,0.237060010433197,3,0.377964473009227,0,0,6.66666666666667,0,33.3333333333333,60,0,0,0,0,0,0,0
"290",290,"3","Triakidae","Triakidae Furgaleus macki","Furgaleus","Furgaleus macki","macki",1,-34.126906,114.925945,20200602,"09:27","South-west","No-take",39.3,"c1",-39,1,0.0178407672792673,19.764087677002,0.0187142491340637,0.237060010433197,3,0.377964473009227,0,0,6.66666666666667,0,33.3333333333333,60,0,0,0,0,0,0,0
"291",291,"30","Cheilodactylidae","Cheilodactylidae Nemadactylus valenciennesi","Nemadactylus","Nemadactylus valenciennesi","valenciennesi",1,-34.112094,114.85946,20200603,"10:37","South-west","No-take",42.9,"c6",-43,8,0.00210919859819114,19.9140872955322,0.0187142491340637,0.207060024142265,2.36363636363636,0.492365963917331,0,0,18.1818181818182,54.5454545454545,13.6363636363636,0,4.54545454545455,0,4.54545454545455,4.54545454545455,0,0,0
"292",292,"30","Labridae","Labridae Austrolabrus maculatus","Austrolabrus","Austrolabrus maculatus","maculatus",1,-34.112094,114.85946,20200603,"10:37","South-west","No-take",42.9,"c6",-43,8,0.00210919859819114,19.9140872955322,0.0187142491340637,0.207060024142265,2.36363636363636,0.492365963917331,0,0,18.1818181818182,54.5454545454545,13.6363636363636,0,4.54545454545455,0,4.54545454545455,4.54545454545455,0,0,0
"293",293,"30","Labridae","Labridae Coris auricularis","Coris","Coris auricularis","auricularis",3,-34.112094,114.85946,20200603,"10:37","South-west","No-take",42.9,"c6",-43,8,0.00210919859819114,19.9140872955322,0.0187142491340637,0.207060024142265,2.36363636363636,0.492365963917331,0,0,18.1818181818182,54.5454545454545,13.6363636363636,0,4.54545454545455,0,4.54545454545455,4.54545454545455,0,0,0
"294",294,"30","Labridae","Labridae Ophthalmolepis lineolatus","Ophthalmolepis","Ophthalmolepis lineolatus","lineolatus",5,-34.112094,114.85946,20200603,"10:37","South-west","No-take",42.9,"c6",-43,8,0.00210919859819114,19.9140872955322,0.0187142491340637,0.207060024142265,2.36363636363636,0.492365963917331,0,0,18.1818181818182,54.5454545454545,13.6363636363636,0,4.54545454545455,0,4.54545454545455,4.54545454545455,0,0,0
"295",295,"30","Labridae","Labridae Pseudolabrus biserialis","Pseudolabrus","Pseudolabrus biserialis","biserialis",10,-34.112094,114.85946,20200603,"10:37","South-west","No-take",42.9,"c6",-43,8,0.00210919859819114,19.9140872955322,0.0187142491340637,0.207060024142265,2.36363636363636,0.492365963917331,0,0,18.1818181818182,54.5454545454545,13.6363636363636,0,4.54545454545455,0,4.54545454545455,4.54545454545455,0,0,0
"296",296,"30","Monacanthidae","Monacanthidae Meuschenia galii","Meuschenia","Meuschenia galii","galii",1,-34.112094,114.85946,20200603,"10:37","South-west","No-take",42.9,"c6",-43,8,0.00210919859819114,19.9140872955322,0.0187142491340637,0.207060024142265,2.36363636363636,0.492365963917331,0,0,18.1818181818182,54.5454545454545,13.6363636363636,0,4.54545454545455,0,4.54545454545455,4.54545454545455,0,0,0
"297",297,"30","Monacanthidae","Monacanthidae Meuschenia venusta","Meuschenia","Meuschenia venusta","venusta",1,-34.112094,114.85946,20200603,"10:37","South-west","No-take",42.9,"c6",-43,8,0.00210919859819114,19.9140872955322,0.0187142491340637,0.207060024142265,2.36363636363636,0.492365963917331,0,0,18.1818181818182,54.5454545454545,13.6363636363636,0,4.54545454545455,0,4.54545454545455,4.54545454545455,0,0,0
"298",298,"30","Monacanthidae","Monacanthidae Scobinichthys granulatus","Scobinichthys","Scobinichthys granulatus","granulatus",1,-34.112094,114.85946,20200603,"10:37","South-west","No-take",42.9,"c6",-43,8,0.00210919859819114,19.9140872955322,0.0187142491340637,0.207060024142265,2.36363636363636,0.492365963917331,0,0,18.1818181818182,54.5454545454545,13.6363636363636,0,4.54545454545455,0,4.54545454545455,4.54545454545455,0,0,0
"299",299,"30","Mullidae","Mullidae Upeneichthys vlamingii","Upeneichthys","Upeneichthys vlamingii","vlamingii",1,-34.112094,114.85946,20200603,"10:37","South-west","No-take",42.9,"c6",-43,8,0.00210919859819114,19.9140872955322,0.0187142491340637,0.207060024142265,2.36363636363636,0.492365963917331,0,0,18.1818181818182,54.5454545454545,13.6363636363636,0,4.54545454545455,0,4.54545454545455,4.54545454545455,0,0,0
"300",300,"30","Pomacentridae","Pomacentridae Chromis klunzingeri","Chromis","Chromis klunzingeri","klunzingeri",3,-34.112094,114.85946,20200603,"10:37","South-west","No-take",42.9,"c6",-43,8,0.00210919859819114,19.9140872955322,0.0187142491340637,0.207060024142265,2.36363636363636,0.492365963917331,0,0,18.1818181818182,54.5454545454545,13.6363636363636,0,4.54545454545455,0,4.54545454545455,4.54545454545455,0,0,0
"301",301,"30","Scorpididae","Scorpididae Neatypus obliquus","Neatypus","Neatypus obliquus","obliquus",8,-34.112094,114.85946,20200603,"10:37","South-west","No-take",42.9,"c6",-43,8,0.00210919859819114,19.9140872955322,0.0187142491340637,0.207060024142265,2.36363636363636,0.492365963917331,0,0,18.1818181818182,54.5454545454545,13.6363636363636,0,4.54545454545455,0,4.54545454545455,4.54545454545455,0,0,0
"302",302,"30","Serranidae","Serranidae Caesioperca sp1","Caesioperca","Caesioperca sp1","sp1",5,-34.112094,114.85946,20200603,"10:37","South-west","No-take",42.9,"c6",-43,8,0.00210919859819114,19.9140872955322,0.0187142491340637,0.207060024142265,2.36363636363636,0.492365963917331,0,0,18.1818181818182,54.5454545454545,13.6363636363636,0,4.54545454545455,0,4.54545454545455,4.54545454545455,0,0,0
"303",303,"30","Rhinobatidae","Rhinobatidae Trygonorrhina dumerilii","Trygonorrhina","Trygonorrhina dumerilii","dumerilii",1,-34.112094,114.85946,20200603,"10:37","South-west","No-take",42.9,"c6",-43,8,0.00210919859819114,19.9140872955322,0.0187142491340637,0.207060024142265,2.36363636363636,0.492365963917331,0,0,18.1818181818182,54.5454545454545,13.6363636363636,0,4.54545454545455,0,4.54545454545455,4.54545454545455,0,0,0
"304",304,"30","Urolophidae","Urolophidae Trygonoptera ovalis","Trygonoptera","Trygonoptera ovalis","ovalis",1,-34.112094,114.85946,20200603,"10:37","South-west","No-take",42.9,"c6",-43,8,0.00210919859819114,19.9140872955322,0.0187142491340637,0.207060024142265,2.36363636363636,0.492365963917331,0,0,18.1818181818182,54.5454545454545,13.6363636363636,0,4.54545454545455,0,4.54545454545455,4.54545454545455,0,0,0
"305",305,"30","Unknown","Unknown Unknown spp","Unknown","Unknown spp","spp",1,-34.112094,114.85946,20200603,"10:37","South-west","No-take",42.9,"c6",-43,8,0.00210919859819114,19.9140872955322,0.0187142491340637,0.207060024142265,2.36363636363636,0.492365963917331,0,0,18.1818181818182,54.5454545454545,13.6363636363636,0,4.54545454545455,0,4.54545454545455,4.54545454545455,0,0,0
"306",306,"31","Carangidae","Carangidae Pseudocaranx spp","Pseudocaranx","Pseudocaranx spp","spp",1,-34.116007,114.860738,20200603,"10:42","South-west","No-take",44.4,"c6",-43,128,0.00146101671271026,19.9140872955322,0.0187142491340637,0.207060024142265,1.77777777777778,0.933699561847852,0,25.9259259259259,22.2222222222222,18.5185185185185,0,0,0,0,0,0,0,3.7037037037037,29.6296296296296
"307",307,"31","Cheilodactylidae","Cheilodactylidae Nemadactylus valenciennesi","Nemadactylus","Nemadactylus valenciennesi","valenciennesi",1,-34.116007,114.860738,20200603,"10:42","South-west","No-take",44.4,"c6",-43,128,0.00146101671271026,19.9140872955322,0.0187142491340637,0.207060024142265,1.77777777777778,0.933699561847852,0,25.9259259259259,22.2222222222222,18.5185185185185,0,0,0,0,0,0,0,3.7037037037037,29.6296296296296
"308",308,"31","Heterodontidae","Heterodontidae Heterodontus portusjacksoni","Heterodontus","Heterodontus portusjacksoni","portusjacksoni",2,-34.116007,114.860738,20200603,"10:42","South-west","No-take",44.4,"c6",-43,128,0.00146101671271026,19.9140872955322,0.0187142491340637,0.207060024142265,1.77777777777778,0.933699561847852,0,25.9259259259259,22.2222222222222,18.5185185185185,0,0,0,0,0,0,0,3.7037037037037,29.6296296296296
"309",309,"31","Labridae","Labridae Austrolabrus maculatus","Austrolabrus","Austrolabrus maculatus","maculatus",1,-34.116007,114.860738,20200603,"10:42","South-west","No-take",44.4,"c6",-43,128,0.00146101671271026,19.9140872955322,0.0187142491340637,0.207060024142265,1.77777777777778,0.933699561847852,0,25.9259259259259,22.2222222222222,18.5185185185185,0,0,0,0,0,0,0,3.7037037037037,29.6296296296296
"310",310,"31","Labridae","Labridae Coris auricularis","Coris","Coris auricularis","auricularis",2,-34.116007,114.860738,20200603,"10:42","South-west","No-take",44.4,"c6",-43,128,0.00146101671271026,19.9140872955322,0.0187142491340637,0.207060024142265,1.77777777777778,0.933699561847852,0,25.9259259259259,22.2222222222222,18.5185185185185,0,0,0,0,0,0,0,3.7037037037037,29.6296296296296
"311",311,"31","Labridae","Labridae Ophthalmolepis lineolatus","Ophthalmolepis","Ophthalmolepis lineolatus","lineolatus",4,-34.116007,114.860738,20200603,"10:42","South-west","No-take",44.4,"c6",-43,128,0.00146101671271026,19.9140872955322,0.0187142491340637,0.207060024142265,1.77777777777778,0.933699561847852,0,25.9259259259259,22.2222222222222,18.5185185185185,0,0,0,0,0,0,0,3.7037037037037,29.6296296296296
"312",312,"31","Labridae","Labridae Pseudolabrus biserialis","Pseudolabrus","Pseudolabrus biserialis","biserialis",5,-34.116007,114.860738,20200603,"10:42","South-west","No-take",44.4,"c6",-43,128,0.00146101671271026,19.9140872955322,0.0187142491340637,0.207060024142265,1.77777777777778,0.933699561847852,0,25.9259259259259,22.2222222222222,18.5185185185185,0,0,0,0,0,0,0,3.7037037037037,29.6296296296296
"313",313,"31","Mullidae","Mullidae Upeneichthys sp1","Upeneichthys","Upeneichthys sp1","sp1",1,-34.116007,114.860738,20200603,"10:42","South-west","No-take",44.4,"c6",-43,128,0.00146101671271026,19.9140872955322,0.0187142491340637,0.207060024142265,1.77777777777778,0.933699561847852,0,25.9259259259259,22.2222222222222,18.5185185185185,0,0,0,0,0,0,0,3.7037037037037,29.6296296296296
"314",314,"31","Mullidae","Mullidae Upeneichthys vlamingii","Upeneichthys","Upeneichthys vlamingii","vlamingii",1,-34.116007,114.860738,20200603,"10:42","South-west","No-take",44.4,"c6",-43,128,0.00146101671271026,19.9140872955322,0.0187142491340637,0.207060024142265,1.77777777777778,0.933699561847852,0,25.9259259259259,22.2222222222222,18.5185185185185,0,0,0,0,0,0,0,3.7037037037037,29.6296296296296
"315",315,"31","Pomacentridae","Pomacentridae Chromis klunzingeri","Chromis","Chromis klunzingeri","klunzingeri",18,-34.116007,114.860738,20200603,"10:42","South-west","No-take",44.4,"c6",-43,128,0.00146101671271026,19.9140872955322,0.0187142491340637,0.207060024142265,1.77777777777778,0.933699561847852,0,25.9259259259259,22.2222222222222,18.5185185185185,0,0,0,0,0,0,0,3.7037037037037,29.6296296296296
"316",316,"31","Scorpididae","Scorpididae Neatypus obliquus","Neatypus","Neatypus obliquus","obliquus",5,-34.116007,114.860738,20200603,"10:42","South-west","No-take",44.4,"c6",-43,128,0.00146101671271026,19.9140872955322,0.0187142491340637,0.207060024142265,1.77777777777778,0.933699561847852,0,25.9259259259259,22.2222222222222,18.5185185185185,0,0,0,0,0,0,0,3.7037037037037,29.6296296296296
"317",317,"31","Serranidae","Serranidae Caesioperca sp1","Caesioperca","Caesioperca sp1","sp1",33,-34.116007,114.860738,20200603,"10:42","South-west","No-take",44.4,"c6",-43,128,0.00146101671271026,19.9140872955322,0.0187142491340637,0.207060024142265,1.77777777777778,0.933699561847852,0,25.9259259259259,22.2222222222222,18.5185185185185,0,0,0,0,0,0,0,3.7037037037037,29.6296296296296
"318",318,"31","Serranidae","Serranidae Epinephelides armatus","Epinephelides","Epinephelides armatus","armatus",1,-34.116007,114.860738,20200603,"10:42","South-west","No-take",44.4,"c6",-43,128,0.00146101671271026,19.9140872955322,0.0187142491340637,0.207060024142265,1.77777777777778,0.933699561847852,0,25.9259259259259,22.2222222222222,18.5185185185185,0,0,0,0,0,0,0,3.7037037037037,29.6296296296296
