,X.1,sample,scientific,maxn,family,genus,species,campaignid,dataset,planned.or.exploratory,latitude,longitude,date,time,location,status,site,depth,observer,successful.count,successful.length,id,unique.name,full.name,X,cluster,cluster.new,number,n,coords.x1,coords.x2,class,depth.1,slope,aspect,roughness,tpi,flowdir,detrended.bathy,detr.slope,detr.flowdir,detr.tri,detr.tpi,detr.aspect,SSTmean_SSTARRS,SSTsterr_SSTARRS,SSTtrend_SSTARRS,optional
97,97,FH89,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.68618897,114.8013721,20201012,10:34:00,NA,NA,NA,45.7,Daphne,Yes,NA,2020-10_south-west_stereo-BRUVs.FH89,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,7,1123,C.FH.4,89,1,114.8013721,-33.68618897,MBH,-44,0.002106429,3.67971158,1,0.5,16,36.61613464,0.002435519,1,0.65389663,0.5,2.274073124,20.0940876,0.018714249,0.167060018,TRUE
98,98,FH9,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.90118897,114.8513721,20201013,7:58:00,NA,NA,NA,43.6,Hayley,Yes,NA,2020-10_south-west_stereo-BRUVs.FH9,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,105,9048,C.FH.19,9,1,114.8513721,-33.90118897,MBH,-43,0,1.570796371,0,0,128,29.56703377,0.002953863,1,0.526275158,-7.11E-14,1.491618872,19.9140873,0.018714249,0.217060015,TRUE
99,99,FH92,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.84368897,114.8713721,20201012,15:47:00,NA,NA,NA,44.2,Daphne,Yes,NA,2020-10_south-west_stereo-BRUVs.FH92,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,76,6544,C.FH.14,92,1,114.8713721,-33.84368897,MBH,-44,0.002114781,2.267199039,1,-0.625,1,21.64019775,0.004701049,1,0.948939562,-0.625,1.81199193,19.85408783,0.018714249,0.23706001,TRUE
100,100,FH93,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.77618897,114.8688721,20201017,11:33:00,NA,NA,NA,43.3,Daphne,Yes,NA,2020-10_south-west_stereo-BRUVs.FH93,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,53,4032,C.FH.10,93,1,114.8688721,-33.77618897,MBH,-44,0.002343017,1.967070937,1,-0.5,128,20.5765667,0.005145621,1,1.010128856,-0.5,1.701517582,19.86408806,0.018714249,0.22706002,TRUE
101,101,FH94,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.90868897,114.9413721,20201029,14:36:00,NA,NA,NA,41.9,Rachel,Yes,Yes,2020-10_south-west_stereo-BRUVs.FH94,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,97,8989,C.FH.18,94,1,114.9413721,-33.90868897,MBH,-37,0.009389403,3.556893349,7,1.5,16,11.27460384,0.008400136,16,2.201560974,1.5,3.24217844,NA,NA,NA,TRUE
102,102,FH95,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.75868897,114.8913721,20201017,11:07:00,NA,NA,NA,46.8,Daphne,Yes,Yes,2020-10_south-west_stereo-BRUVs.FH95,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,40,3389,C.FH.8,95,1,114.8913721,-33.75868897,MBH,-46,0.001409032,0.873904824,2,0,128,12.00292206,0.004178158,1,0.776275158,-6.93E-14,1.294942617,19.80408669,0.018714249,0.187060013,TRUE
103,103,FH96,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.81868897,114.8338721,20201012,15:20:00,NA,NA,NA,44.9,Daphne,Yes,NA,2020-10_south-west_stereo-BRUVs.FH96,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,68,5597,C.FH.13,96,1,114.8338721,-33.81868897,MBH,-43,3.47E-18,4.712388992,1,0.75,1,32.1969223,0.002951029,1,0.766146302,0.75,1.491542578,19.97408676,0.018714249,0.22706002,TRUE
104,104,FH99,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,MBH,-33.95368897,114.8363721,20201013,10:04:00,NA,NA,NA,43.5,Hayley,Yes,NA,2020-10_south-west_stereo-BRUVs.FH99,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,1,10620,C.FH.22,99,1,114.8363721,-33.95368897,MBH,-43,0,1.570796371,0,0,128,35.00435638,0.002955673,1,0.526275158,-6.39E-14,1.49166739,19.97408676,0.018714249,0.247060016,TRUE
105,105,FHA,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,Captains pick,-33.683135,114.937827,20201017,6:55:00,NA,NA,NA,44.6,Daphne,Yes,Yes,2020-10_south-west_stereo-BRUVs.FHA,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,NA,NA,NA,NA,NA,NA,NA,NA,-45,0.000704155,0.873474717,1,-0.125,32,-1.857900858,0.003543905,1,0.651275158,-0.125,1.376047254,19.73408699,0.028714249,0.207060024,TRUE
106,106,FHB,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,Captains pick,-33.681655,114.957127,20201017,7:02:00,NA,NA,NA,41.3,Daphne,Yes,Yes,2020-10_south-west_stereo-BRUVs.FHB,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,NA,NA,NA,NA,NA,NA,NA,NA,-43,0.003520699,5.409724712,3,-0.625,32,-4.683689117,0.002505905,32,0.737249672,-0.625,0.095214382,NA,NA,NA,TRUE
107,107,FHC,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,Captains pick,-33.680718,114.965092,20201017,7:07:00,NA,NA,NA,36.2,Daphne,Yes,NA,2020-10_south-west_stereo-BRUVs.FHC,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,NA,NA,NA,NA,NA,NA,NA,NA,-36,0.009186874,4.663149834,5,1.25,16,0.275795639,0.006242682,16,1.426060438,1.25,4.677373409,NA,NA,NA,TRUE
108,108,FHCO1,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,Captains pick,-33.669869,114.809825,20201012,8:38:00,NA,NA,NA,44.8,Daphne,Yes,NA,2020-10_south-west_stereo-BRUVs.FHCO1,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,NA,NA,NA,NA,NA,NA,NA,NA,-45,6.94E-18,1.570796371,0,0,64,33.1235199,0.002945905,1,0.526275158,-1.39E-12,1.491404533,20.0940876,0.018714249,0.157060027,TRUE
109,109,FHCO2,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,Captains pick,-33.72358,114.813293,20201012,11:13:00,NA,NA,NA,42,Daphne,Yes,NA,2020-10_south-west_stereo-BRUVs.FHCO2,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,NA,NA,NA,NA,NA,NA,NA,NA,-45,0.001682015,4.440205574,1,0.25,16,33.18405533,0.00133641,1,0.420042962,0.25,1.735068321,20.08408737,0.018714249,0.197060019,TRUE
110,110,FHCO3,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,Captains pick,-33.948622,114.819555,20201013,9:56:00,NA,NA,NA,44.5,Claude,Yes,NA,2020-10_south-west_stereo-BRUVs.FHCO3,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,NA,NA,NA,NA,NA,NA,NA,NA,-46,0.002165817,4.712388992,1,-0.375,64,36.63638687,0.00081466,64,0.391146332,-0.375,1.279922724,19.97408676,0.018714249,0.247060016,TRUE
111,111,FHD,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,Captains pick,-33.686897,114.958507,20201017,7:12:00,NA,NA,NA,39.5,Daphne,Yes,Yes,2020-10_south-west_stereo-BRUVs.FHD,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,NA,NA,NA,NA,NA,NA,NA,NA,-41,0.010501986,4.929364681,7,-1,16,-3.234690189,0.00773218,16,1.256017447,-1,5.040878773,NA,NA,NA,TRUE
112,112,FHE,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,FH,Captains pick,-33.687267,114.951172,20201017,7:16:00,NA,NA,NA,42.3,Daphne,Yes,Yes,2020-10_south-west_stereo-BRUVs.FHE,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,NA,NA,NA,NA,NA,NA,NA,NA,-43,0.004014682,5.057070255,2,-0.25,16,-3.194174767,0.001799041,16,0.44220674,-0.25,5.796544075,NA,NA,NA,TRUE
113,113,IO1,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.07868897,114.7788721,20201015,12:07:00,NA,NA,NA,64.6,Hayley,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO1,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,264,2731,C.IO.43,1,1,114.7788721,-34.07868897,MBH,-63,0.004901427,4.620002747,3,0.625,16,33.87757111,0.001942122,16,0.768767774,0.625,4.599619389,20.18408775,0.018714249,0.177060023,TRUE
114,114,IO100,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.07618897,114.9088721,20201029,10:21:00,NA,NA,NA,43.6,Rachel,Yes,NA,2020-10_south-west_stereo-BRUVs.IO100,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,206,1980,C.IO.39,100,1,114.9088721,-34.07618897,MBH,-43,0.002350054,1.175774217,1,0.5,1,18.44405174,0.005244667,1,1.026275158,0.5,1.352075219,19.77408791,0.018714249,0.207060024,TRUE
115,115,IO101,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.07868897,114.8963721,20201029,10:10:00,NA,NA,NA,43.5,Rachel,Yes,come back with different CAL,2020-10_south-west_stereo-BRUVs.IO101,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,204,1980,C.IO.39,101,1,114.8963721,-34.07868897,MBH,-42,0,1.570796371,0,0,128,22.90949631,0.002960001,1,0.526275158,-6.39E-14,1.491783381,19.83408737,0.018714249,0.197060019,TRUE
116,116,IO102,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.07118897,114.9113721,20201029,10:26:00,NA,NA,NA,45.2,Rachel,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO102,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,214,2,C.IO.2,102,1,114.9113721,-34.07118897,MBH,-45,0.004030767,1.227547646,2,-0.25,1,15.63471031,0.006930945,1,1.276275158,-0.25,1.339304566,19.77408791,0.018714249,0.207060024,TRUE
117,117,IO105,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.06368897,114.6688721,20201023,9:45:00,NA,NA,NA,139,Rachel,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO105,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,447,687,C.IO.30,105,1,114.6688721,-34.06368897,MBH,-139,1.39E-17,4.712388992,0,0,16,-12.58237934,0.002959481,1,0.526275158,-1.53E-12,1.491769433,20.37408829,0.018714249,0.22706002,TRUE
118,118,IO107,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.06368897,114.6763721,20201023,9:50:00,NA,NA,NA,137,Rachel,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO107,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,449,687,C.IO.30,107,1,114.6763721,-34.06368897,MBH,-138,0.002349758,5.10746336,2,-0.125,32,-13.62289524,0.001380504,128,0.423438966,-0.125,0.601761162,20.37408829,0.018714249,0.22706002,TRUE
119,119,IO108,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.05118897,114.6688721,20201023,10:04:00,NA,NA,NA,138,Rachel,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO108,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,446,687,C.IO.30,108,1,114.6688721,-34.05118897,MBH,-139,0.001084217,4.712388992,1,-0.25,64,-12.90530586,0.00188017,1,0.436189264,-0.25,1.446211219,20.36408806,0.018714249,0.167060018,TRUE
120,120,IO109,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.05618897,114.6738721,20201023,9:57:00,NA,NA,NA,138,Rachel,Yes,NA,2020-10_south-west_stereo-BRUVs.IO109,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,445,687,C.IO.30,109,1,114.6738721,-34.05618897,MBH,-138,0.002349581,4.317283154,2,-0.125,8,-13.13647938,0.001029812,2,0.358853668,-0.125,2.280114174,20.36408806,0.018714249,0.167060018,TRUE
121,121,IO110,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.14118897,114.7288721,20201022,8:00:00,NA,NA,NA,128,Brooke Gibbons,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO110,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,444,6711,C.IO.68,110,1,114.7288721,-34.14118897,MBH,-130,0.004341458,4.712388992,2,0,16,-17.90435982,0.001408047,16,0.256017476,1.38E-12,4.879088879,20.29408836,0.018714249,0.207060024,TRUE
122,122,IO113,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.05868897,114.7388721,20201023,7:30:00,NA,NA,NA,111,Rachel,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO113,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,459,715,C.IO.31,113,1,114.7388721,-34.05868897,MBH,-111,0.010310535,4.756258011,5,-0.5,16,-3.756361008,0.007382691,16,1.256017447,-0.5,4.805417061,20.28408813,0.018714249,0.157060027,TRUE
123,123,IO115,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.05368897,114.7363721,20201023,7:34:00,NA,NA,NA,112,Rachel,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO115,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,458,715,C.IO.31,115,1,114.7363721,-34.05368897,MBH,-112,0.008725972,4.341187954,5,-0.125,16,-4.205359936,0.005953703,16,1.098724842,-0.125,4.197540283,20.28408813,0.018714249,0.187060013,TRUE
124,124,IO117,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.06368897,114.7388721,20201023,7:25:00,NA,NA,NA,115,Rachel,Yes,NA,2020-10_south-west_stereo-BRUVs.IO117,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,463,715,C.IO.31,117,1,114.7388721,-34.06368897,MBH,-112,0.010755653,4.278503418,7,-0.375,16,-4.62719059,0.008046766,16,1.502621412,-0.375,4.150365353,20.28408813,0.018714249,0.157060027,TRUE
125,125,IO119,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.07618897,114.9038721,20201029,10:17:00,NA,NA,NA,43.8,Rachel,Yes,NA,2020-10_south-west_stereo-BRUVs.IO119,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,205,1980,C.IO.39,119,1,114.9038721,-34.07618897,MBH,-43,0.002169072,1.570796371,1,-0.375,128,19.80439568,0.005125047,1,0.901275158,-0.375,1.52519381,19.77408791,0.018714249,0.207060024,TRUE
126,126,IO122,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.11618897,114.8263721,20201015,12:35:00,NA,NA,NA,57.4,Brooke Gibbons,Yes,NA,2020-10_south-west_stereo-BRUVs.IO122,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,387,4946,C.IO.59,122,1,114.8263721,-34.11618897,MBH,-48,0.001689221,4.441396236,1,-0.25,4,36.92308807,0.001342416,2,0.420042962,-0.25,1.73432672,20.03408813,0.018714249,0.167060018,TRUE
127,127,IO123,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.10618897,114.8188721,20201015,12:42:00,NA,NA,NA,49.1,Hayley,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO123,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,389,4946,C.IO.59,123,1,114.8188721,-34.10618897,MBH,-49,0.001084922,4.712388992,1,-0.5,16,37.70526123,0.001881373,1,0.670042932,-0.5,1.446291327,20.0940876,0.018714249,0.177060023,TRUE
128,128,IO125,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.10868897,114.8263721,20201015,12:38:00,NA,NA,NA,55.8,Hayley,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO125,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,391,4946,C.IO.59,125,1,114.8263721,-34.10868897,MBH,-48,0.002350823,5.107274532,1,-0.5,64,36.72933197,0.001380739,64,0.516146302,-0.5,0.602009237,20.03408813,0.018714249,0.167060018,TRUE
129,129,IO126,Aplodactylidae Aplodactylus westralis,1,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.11368897,114.8188721,20201015,12:31:00,NA,NA,NA,58.2,Brooke Gibbons,Yes,NA,2020-10_south-west_stereo-BRUVs.IO126,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,390,4946,C.IO.59,126,1,114.8188721,-34.11368897,MBH,-49,0.002824987,4.017548561,2,-0.25,8,37.89901733,0.001758523,2,0.467707366,-0.25,2.680789709,20.0940876,0.018714249,0.177060023,TRUE
130,130,IO132,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-33.99118897,114.8713721,20201013,12:47:00,NA,NA,NA,42.6,Hayley,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO132,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,187,1686,C.IO.37,132,1,114.8713721,-33.99118897,MBH,-42,0,1.570796371,0,0,128,27.45072937,0.002956969,1,0.526275158,-1.45E-12,1.491702199,19.86408806,0.018714249,0.187060013,TRUE
131,131,IO133,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-33.99118897,114.8663721,20201013,12:50:00,NA,NA,NA,40.8,Daphne,Yes,NA,2020-10_south-west_stereo-BRUVs.IO133,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,185,1686,C.IO.37,133,1,114.8663721,-33.99118897,MBH,-42,0,1.570796371,0,0,128,28.8110733,0.002956969,1,0.526275158,0,1.491702199,19.86408806,0.018714249,0.187060013,TRUE
132,132,IO134,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-33.98368897,114.8613721,20201013,12:14:00,NA,NA,NA,41.2,Claude,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO134,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,189,1686,C.IO.37,134,1,114.8613721,-33.98368897,MBH,-41,0.00210836,3.681244612,1,0.5,16,30.97766113,0.002440463,1,0.65389663,0.5,2.272356749,19.86408806,0.018714249,0.187060013,TRUE
133,133,IO145,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-33.98618897,114.8238721,20201013,10:24:00,NA,NA,NA,45.5,Hayley,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO145,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,248,25,C.IO.22,145,1,114.8238721,-33.98618897,MBH,-44,0.00274595,4.546962738,3,0.25,16,38.24482346,0.000323925,1,0.516146302,0.25,2.311339617,19.98408699,0.018714249,0.207060024,TRUE
134,134,IO146,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-33.97618897,114.8213721,20201013,10:17:00,NA,NA,NA,45.7,Claude,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO146,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,126,1099,C.IO.33,146,1,114.8213721,-33.97618897,MBH,-44,0.002347696,5.107829571,1,0.5,16,38.66665268,0.001380048,1,0.516146302,0.5,0.601280212,19.97408676,0.018714249,0.22706002,TRUE
135,135,IO147,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-33.98118897,114.8313721,20201013,10:28:00,NA,NA,NA,44,Claude,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO147,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,124,1099,C.IO.33,147,1,114.8313721,-33.98118897,MBH,-43,0.000705598,5.407998085,1,0.125,32,37.07513809,0.002501566,1,0.497378558,0.125,1.293084383,19.98408699,0.018714249,0.207060024,TRUE
136,136,IO148,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.01118897,114.5963721,20201123,10:31:00,NA,NA,NA,140,Rachel,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO148,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,298,3094,C.IO.46,148,1,114.5963721,-34.01118897,MBH,-143,1.39E-17,4.712388992,0,0,32,1.786311865,0.002957661,1,0.526275158,6.59E-14,1.491720676,20.43408775,0.018714249,0.217060015,TRUE
137,137,IO15,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.06118897,114.8663721,20201016,7:59:00,NA,NA,NA,40.8,Brooke Gibbons,Yes,NA,2020-10_south-west_stereo-BRUVs.IO15,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,155,1366,C.IO.35,15,1,114.8663721,-34.06118897,MBH,-41,0.002117968,4.017243862,1,-0.625,16,31.61946106,0.001735794,4,0.625,-0.625,2.274332762,19.89408684,0.018714249,0.157060027,TRUE
138,138,IO152,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-33.98118897,114.8688721,20201013,12:18:00,NA,NA,NA,41.2,Hayley,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO152,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,190,1686,C.IO.37,152,1,114.8688721,-33.98118897,MBH,-41,0,1.570796371,0,0,64,28.8725605,0.002956623,1,0.526275158,1.52E-12,1.491692901,19.86408806,0.018714249,0.187060013,TRUE
139,139,IO153,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.04618897,114.8888721,20201016,7:36:00,NA,NA,NA,42.6,Brooke Gibbons,Yes,NA,2020-10_south-west_stereo-BRUVs.IO153,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,429,6252,C.IO.65,153,1,114.8888721,-34.04618897,MBH,-43,0.002349345,1.175648451,1,-0.5,128,23.11040306,0.005242898,1,1.026275158,-0.5,1.352000237,19.82408714,0.018714249,0.167060018,TRUE
140,140,IO155,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.04368897,114.8838721,20201016,7:42:00,NA,NA,NA,41.9,Hayley,Yes,NA,2020-10_south-west_stereo-BRUVs.IO155,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,428,6252,C.IO.65,155,1,114.8838721,-34.04368897,MBH,-42,6.94E-18,4.712388992,0,0,128,25.40616226,0.002958787,1,0.526275158,1.52E-12,1.491750836,19.82408714,0.018714249,0.167060018,TRUE
141,141,IO158,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-33.98118897,114.8188721,20201013,10:21:00,NA,NA,NA,44.6,Hayley,Yes,NA,2020-10_south-west_stereo-BRUVs.IO158,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,128,1099,C.IO.33,158,1,114.8188721,-33.98118897,MBH,-44,0.002822385,5.407998085,2,0.5,16,39.47599792,0.002186511,1,0.702335596,0.5,0.365128785,20.05408669,0.018714249,0.217060015,TRUE
142,142,IO164,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.03368897,114.9038721,20201016,7:14:00,NA,NA,NA,44.1,Hayley,Yes,check calibration,2020-10_south-west_stereo-BRUVs.IO164,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,409,5691,C.IO.62,164,1,114.9038721,-34.03368897,MBH,-44,0.001687695,1.8420403,1,-0.25,64,17.70644569,0.004580385,1,0.776275158,-0.25,1.618528247,19.75408745,0.018714249,0.167060018,TRUE
143,143,IO165,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.04368897,114.8988721,20201016,7:23:00,NA,NA,NA,42.6,Hayley,Yes,NA,2020-10_south-west_stereo-BRUVs.IO165,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,408,5691,C.IO.62,165,1,114.8988721,-34.04368897,MBH,-43,0.001687879,1.29958272,1,0.25,1,20.32513046,0.004626817,1,0.776275158,0.25,1.422021866,19.75408745,0.018714249,0.197060019,TRUE
144,144,IO180,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-33.99618897,114.7038721,20201123,12:36:00,NA,NA,NA,122,Brooke Gibbons,Yes,NA,2020-10_south-west_stereo-BRUVs.IO180,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,240,2378,C.IO.41,180,1,114.7038721,-33.99618897,MBH,-123,0.00506097,4.441030979,3,0.25,16,-7.84858799,0.002231093,16,0.489871144,0.25,4.184971809,20.31408691,0.018714249,0.22706002,TRUE
