OpCode	ImagePtPair	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Period	PeriodTime	X	Y	Z	sX	sY	sZ	RMS	Range	Direction	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
IO338	50	IO338_L372.avi	84386	IO338_R371.avi	86689	56.25733	1	53.81600	1697.35055	168.37006	-1445.40749	3.70338	0.71566	3.45599	0.50753	2235.74376	49.80890	Myliobatidae	Myliobatis	tenuicaudatus	37039001	1	AD	Passing			
IO338	53	IO338_L372.avi	93167	IO338_R371.avi	95470	62.11133	1	59.67000	1133.33732	608.21042	-3408.25154	3.44887	1.89974	9.74297	3.67059	3642.87687	21.08103	Sparidae	Chrysophrys	auratus	37353001	1	AD	Passing			
IO339	0	IO339_L375.avi	2919	IO339_R376.avi	2576	1.94600		-1.00000	9.43701	-115.96699	-731.54593	0.26238	0.27179	0.59241	3.05304	740.74074	8.43898								sync		
IO339	4	IO339_L375.avi	7646	IO339_R376.avi	7303	5.09733	1	0.97533	-521.40449	285.55753	-1475.70006	0.84800	0.62588	2.17283	0.71892	1590.94199	22.23605	Serranidae	Caesioperca	rasor	37311003	1	AD	Passing			
IO339	7	IO339_L375.avi	7842	IO339_R376.avi	7499	5.22800	1	1.10600	727.55344	-66.13499	-2851.88958	2.19291	0.99451	8.39322	0.19961	2943.97385	14.32607	Labridae				1	AD	Passing			
IO339	8	IO339_L375.avi	7842	IO339_R376.avi	7499	5.22800	1	1.10600	884.73822	-3.25925	-2656.89795	2.34320	0.88715	7.16902	1.28484	2800.33552	18.42493	Labridae				1	AD	Passing			
IO339	9	IO339_L375.avi	9804	IO339_R376.avi	9461	6.53600	1	2.41400	252.49087	-190.44064	-989.62368	0.41751	0.39572	1.03229	1.69630	1038.92940	17.36753	Mullidae	Upeneichthys	vlamingii	37355029	1	AD	Passing			
IO339	12	IO339_L375.avi	9902	IO339_R376.avi	9559	6.60133	1	2.47933	-1426.21972	336.06799	-5319.52029	7.36216	2.29548	28.12140	3.32527	5517.63903	15.54876	Pomacentridae	Parma	bicolor	37372092	1	AD	Passing			
IO339	15	IO339_L375.avi	13434	IO339_R376.avi	13091	8.95600	1	4.83400	236.12524	125.81964	-1113.32410	0.45904	0.40224	1.33837	0.54267	1145.02239	13.80533	Labridae	Pseudolabrus	biserialis	37384149	1	AD	Passing			
IO339	18	IO339_L375.avi	13486	IO339_R376.avi	13143	8.99067	1	4.86867	-757.23971	-70.65678	-1777.78640	1.28211	0.59854	3.02955	0.35347	1933.63100	23.11256	Labridae	Pseudolabrus	biserialis	37384149	1	AD	Passing			
IO339	20	IO339_L375.avi	13495	IO339_R376.avi	13152	8.99667	1	4.87467	341.78093	-151.73466	-1152.91501	0.54200	0.43766	1.39370	0.89225	1212.04399	17.73518	Labridae	Austrolabrus	maculatus	37384025	1	AD	Passing			
IO339	26	IO339_L375.avi	13507	IO339_R376.avi	13164	9.00467	1	4.88267	-458.62919	-217.40326	-1539.27572	0.82644	0.62469	2.42804	0.57911	1620.79445	17.99984	Labridae	Pseudolabrus	biserialis	37384149	1	AD	Passing			
IO339	27	IO339_L375.avi	13507	IO339_R376.avi	13164	9.00467	1	4.88267	-319.14548	-156.90288	-1136.30060	0.51467	0.42907	1.33776	0.13616	1190.65167	17.12204	Labridae	Pseudolabrus	biserialis	37384149	1	AD	Passing			
IO339	28	IO339_L375.avi	13507	IO339_R376.avi	13164	9.00467	1	4.88267	-5.45993	-256.29003	-1266.28111	0.44134	0.55818	1.72467	3.76285	1291.96836	10.84435	Labridae	Pseudolabrus	biserialis	37384149	1	AD	Passing			
IO339	29	IO339_L375.avi	13507	IO339_R376.avi	13164	9.00467	1	4.88267	213.03215	-199.10254	-1694.14189	0.67526	0.68890	3.04840	3.71892	1719.05243	9.36622	Labridae	Pseudolabrus	biserialis	37384149	1	AD	Passing			
IO339	30	IO339_L375.avi	13507	IO339_R376.avi	13164	9.00467	1	4.88267	502.20353	-100.05043	-1371.24394	0.78202	0.48790	1.92670	1.00615	1463.73782	20.36835	Labridae	Pseudolabrus	biserialis	37384149	1	AD	Passing			
IO339	31	IO339_L375.avi	13507	IO339_R376.avi	13164	9.00467	1	4.88267	737.04363	322.84375	-1716.61527	1.20918	0.73738	2.86999	1.81438	1895.84530	25.36084	Labridae	Pseudolabrus	biserialis	37384149	1	AD	Passing			
IO339	36	IO339_L375.avi	13515	IO339_R376.avi	13172	9.01000	1	4.88800	-61.54172	259.26292	-1161.65863	0.41336	0.49619	1.46337	1.62350	1191.82860	13.50394	Labridae	Pseudolabrus	biserialis	37384149	1	AD	Passing			
IO339	37	IO339_L375.avi	13515	IO339_R376.avi	13172	9.01000	1	4.88800	127.16866	318.01486	-1330.33603	0.48673	0.61548	1.90838	5.74376	1373.71732	14.99632	Labridae	Pseudolabrus	biserialis	37384149	1	AD	Passing			
IO339	62	IO339_L375.avi	24282	IO339_R376.avi	23939	16.18800	1	12.06600	-176.42800	-241.16586	-1091.87278	0.42008	0.46674	1.26968	0.14713	1132.02208	14.82501	Labridae	Ophthalmolepis	lineolatus	37384040	1	F	Passing			
IO339	63	IO339_L375.avi	24378	IO339_R376.avi	24035	16.25200	1	12.13000	-713.54333	-134.79116	-2473.24799	1.82520	0.90836	6.21319	4.04525	2577.64783	16.26161	Labridae	Ophthalmolepis	lineolatus	37384040	1	F	Passing			
IO339	66	IO339_L375.avi	24462	IO339_R376.avi	24119	16.30800	1	12.18600	432.06155	-53.31214	-2064.32845	1.10179	0.71388	4.48400	0.82235	2109.73253	11.84966	Labridae	Ophthalmolepis	lineolatus	37384040	1	F	Passing			
IO339	75	IO339_L375.avi	26529	IO339_R376.avi	26186	17.68600	1	13.56400	-864.47236	281.94931	-2312.75473	1.91767	0.95029	5.24536	0.98008	2485.08396	21.65618	Labridae	Coris	auricularis	37384088	1	F	Passing			
IO339	81	IO339_L375.avi	29528	IO339_R376.avi	29185	19.68533	1	15.56333	1386.26595	1154.16720	-5832.61702	7.92674	6.56346	34.12981	19.17697	6105.18276	17.57503	Pomacentridae	Chromis	klunzingeri	37372044	15	AD	Passing			
IO339	82	IO339_L375.avi	35336	IO339_R376.avi	34993	23.55733	1	19.43533	-1550.28714	463.99877	-7046.38442	10.74620	3.60717	49.57216	10.74802	7229.81456	13.11845	Dinolestidae	Dinolestes	lewini	37327002	17	AD	Passing			
IO339	83	IO339_L375.avi	41176	IO339_R376.avi	40833	27.45067	1	23.32867	65.52818	-42.21097	-1517.33527	0.53330	0.52378	2.46527	0.03830	1519.33605	2.66391	Myliobatidae	Myliobatis	tenuicaudatus	37039001	1	AD	Passing			
IO339	84	IO339_L375.avi	53255	IO339_R376.avi	52912	35.50333	1	31.38133	-27.58178	-184.51727	-1289.19834	0.45097	0.51348	1.79001	2.36977	1302.62801	7.64136	Orectolobidae	Orectolobus	hutchinsi	37013016	1	AD	Passing			
IO339	89	IO339_L375.avi	71470	IO339_R376.avi	71127	47.64667	1	43.52467	488.52924	242.28246	-7857.59746	4.59907	2.96408	62.88808	7.34307	7876.49665	4.27049	Ostraciidae	Anoplocapros	lenticularis	37466010	1	AD	Passing			
IO339	90	IO339_L375.avi	71841	IO339_R376.avi	71498	47.89400	1	43.77200	-312.84787	420.14415	-2293.33611	1.03567	1.20271	5.48837	2.94022	2352.39993	13.35247	Dasyatidae	Dasyatis	brevicaudata	37035001	1	AD	Passing			
IO339	94	IO339_L375.avi	91962	IO339_R376.avi	91619	61.30800	1	57.18600	355.06748	331.62664	-4742.64208	2.28108	2.09045	23.12266	12.42011	4767.46295	6.27409	Aplodactylidae	Aplodactylus	westralis	37376004	1	AD	Passing			
IO307	0	IO307_L369.avi	1060	IO307_R370.avi	1428	0.70667		-1.00000	4.07521	-89.42546	-715.13518	0.25347	0.26024	0.54904	0.74646	720.71621	5.79314								sync		
IO307	2	IO307_L369.avi	18625	IO307_R370.avi	18993	12.41667	1	8.15400	553.66303	-153.78948	-1710.21842	1.03034	0.65836	2.92172	0.24246	1804.17321	18.25685	Neosebastidae	Neosebastes	bougainvillii	37287004	1	AD	Passing			
IO307	4	IO307_L369.avi	23029	IO307_R370.avi	23397	15.35267	1	11.09000	1010.32372	-169.27707	-3999.36246	4.00834	1.71500	15.91160	0.32994	4128.47536	14.20561	Gerreidae	Gerres	subfasciatus	37349005	12	AD	Passing			
IO307	10	IO307_L369.avi	30638	IO307_R370.avi	31006	20.42533	1	16.16267	1629.25288	-401.02905	-6904.32142	10.88303	4.54090	46.80466	0.33873	7105.27575	13.40051	Triglidae	Pterygotrigla	polyommata	37288006	1	AD	Passing			
IO307	11	IO307_L369.avi	48204	IO307_R370.avi	48572	32.13600	1	27.87333	938.49097	9.69021	-6885.22930	6.64914	2.73702	47.36367	2.95982	6948.90220	7.89065	Scyliorhinidae	Asymbolus	occiduus	37015026	1	AD	Passing			
IO307	13	IO307_L369.avi	56786	IO307_R370.avi	57154	37.85733	1	33.59467	-1096.52956	-144.41032	-2930.39753	2.98578	1.13995	8.24085	0.58406	3132.16556	20.54354	Labridae	Suezichthys	bifurcatus	37384160	1	AD	Passing			
IO307	14	IO307_L369.avi	77599	IO307_R370.avi	77967	51.73267	1	47.47000	222.28110	-167.51216	-2686.46530	1.06703	1.10736	7.37646	0.64183	2700.84524	5.21757	Squalidae	Squalus	sp1		3	AD	Passing			
IO307	15	IO307_L369.avi	79589	IO307_R370.avi	79957	53.05933	1	48.79667	-239.88915	-125.35909	-1134.72108	0.46789	0.42472	1.33635	1.33872	1166.55631	12.84828	Monacanthidae	Nelusetta	ayraud	37465006	1	AD	Passing			
IO307	16	IO307_L369.avi	79670	IO307_R370.avi	80038	53.11333	1	48.85067	274.09368	-118.44662	-1055.29343	0.45236	0.38928	1.13640	1.04922	1096.72292	15.31418	Monacanthidae	Nelusetta	ayraud	37465006	1	AD	Passing			
IO307	17	IO307_L369.avi	79839	IO307_R370.avi	80207	53.22600	1	48.96333	-256.86885	-61.41286	-1080.54702	0.45525	0.38055	1.20876	1.15316	1112.35561	13.48482	Monacanthidae	Nelusetta	ayraud	37465006	1	AD	Passing			
IO307	18	IO307_L369.avi	79980	IO307_R370.avi	80348	53.32000	1	49.05733	0.02244	301.74543	-1764.96734	0.60540	0.75869	3.25944	0.36861	1790.57533	11.04526	Monacanthidae	Nelusetta	ayraud	37465006	1	AD	Passing			
IO307	19	IO307_L369.avi	80031	IO307_R370.avi	80399	53.35400	1	49.09133	209.99394	-15.41809	-1065.10892	0.42520	0.36672	1.19089	1.09604	1085.72197	11.16379	Monacanthidae	Nelusetta	ayraud	37465006	1	AD	Passing			
IO307	20	IO307_L369.avi	80143	IO307_R370.avi	80511	53.42867	1	49.16600	341.73978	-94.16053	-1347.68502	0.62809	0.48766	1.86989	4.26226	1393.52331	14.43647	Monacanthidae	Nelusetta	ayraud	37465006	1	AD	Passing			
IO307	23	IO307_L369.avi	80247	IO307_R370.avi	80615	53.49800	1	49.23533	258.62316	-153.44216	-1219.86322	0.51199	0.47181	1.54172	0.45037	1256.38239	13.21232	Monacanthidae	Nelusetta	ayraud	37465006	1	AD	Passing			
IO307	26	IO307_L369.avi	80506	IO307_R370.avi	80874	53.67067	1	49.40800	393.76555	241.84181	-1907.97206	0.95622	0.74841	3.76731	1.35049	1963.13427	14.36261	Monacanthidae	Nelusetta	ayraud	37465006	1	AD	Passing			
IO307	28	IO307_L369.avi	81844	IO307_R370.avi	82212	54.56267	1	50.30000	41.51324	290.62657	-1494.37480	0.51985	0.63970	2.35707	3.53878	1522.93900	12.44596	Monacanthidae	Nelusetta	ayraud	37465006	1	AD	Passing			
IO307	29	IO307_L369.avi	83084	IO307_R370.avi	83452	55.38933	1	51.12667	1301.65180	62.50009	-5780.62097	7.39957	2.09840	33.15576	1.99597	5925.68836	12.83769	Carangidae	Pseudocaranx	spp		1	AD	Passing			
IO307	30	IO307_L369.avi	83084	IO307_R370.avi	83452	55.38933	1	51.12667	615.73136	48.14474	-5361.72156	3.64932	1.94670	28.90207	0.96041	5397.17529	6.80809	Carangidae	Pseudocaranx	spp		1	AD	Passing			
IO307	33	IO307_L369.avi	89624	IO307_R370.avi	89992	59.74933	1	55.48667	-323.21910	-125.27790	-1758.79420	0.80109	0.66620	3.19050	4.45775	1792.62996	10.73661	Oplegnathidae	Oplegnathus	woodwardi	37369002	1	AD	Passing			
IO307	34	IO307_L369.avi	89649	IO307_R370.avi	90017	59.76600	1	55.50333	125.88237	90.88934	-2949.79906	1.05272	1.00887	8.89427	33.40038	2953.88248	3.95245	Oplegnathidae	Oplegnathus	woodwardi	37369002	1	AD	Passing			
IO307	35	IO307_L369.avi	92691	IO307_R370.avi	93059	61.79400	1	57.53133	429.02299	-321.96044	-2478.61658	1.29915	1.26143	6.25019	1.14491	2535.99278	11.45432	Rhinobatidae	Trygonorrhina	dumerilii		1	AD	Passing			
IOREDO344	0	IOREDO344_L367.avi	1544	IOREDO344_R368.avi	8750	1.02933		-1.00000	27.60853	40.37287	-1325.44089	0.46315	0.45252	1.86683	19.43966	1326.34300	2.87993								sync		
IOREDO344	1	IOREDO344_L367.avi	34788	IOREDO344_R368.avi	41994	23.19200	1	18.93067	-759.76901	16.70279	-1759.99018	1.26114	0.57772	2.93530	16.28466	1917.05330	23.38917	Berycidae	Centroberyx	gerrardi	37258004	1	AD	Passing			
IO335	0	IO355_L375.avi	5055	IO355_R376.avi	877	87.91133	1	82.03000	23.04468	123.47472	-554.09946	0.19270	0.20459	0.33084	0.06915	568.15779	13.36275								sync		
IO323	0	IO323_L373.avi	11159	IO323_R374.avi	11957	7.43933		-1.00000	-9.94361	-64.42539	-738.48816	0.26512	0.26281	0.60353	0.75789	741.35974	4.38313	Mullidae	Parupeneus	chrysopleuron	37355016				sync		
IO323	1	IO323_L373.avi	13367	IO323_R374.avi	14165	8.91133	1	1.45867	1944.96834	-31.51181	-7043.74704	13.04540	2.48504	48.57686	1.79177	7307.41180	15.44154	Mullidae	Parupeneus	chrysopleuron	37355016	1	AD	Passing			
IO323	3	IO323_L373.avi	48470	IO323_R374.avi	49268	32.31333	1	24.86067	-119.20996	-84.24415	-1296.66182	0.47334	0.46111	1.80388	2.05142	1304.85247	6.06082	Monacanthidae	Nelusetta	ayraud	37465006	1	AD	Passing			
IO323	4	IO323_L373.avi	48907	IO323_R374.avi	49705	32.60467	1	25.15200	187.39574	-29.69330	-955.50045	0.37410	0.32903	0.97516	0.49231	974.15602	11.14563	Monacanthidae	Nelusetta	ayraud	37465006	1	AD	Passing			
IO323	5	IO323_L373.avi	48985	IO323_R374.avi	49783	32.65667	1	25.20400	-367.63129	-106.86385	-1659.32428	0.80476	0.59898	2.89299	3.83521	1702.91800	12.82097	Monacanthidae	Nelusetta	ayraud	37465006	1	AD	Passing			
IO323	6	IO323_L373.avi	49002	IO323_R374.avi	49800	32.66800	1	25.21533	-117.81720	29.97217	-1337.02847	0.48705	0.45486	1.91776	1.87449	1342.54399	5.39979	Monacanthidae	Nelusetta	ayraud	37465006	1	AD	Passing			
IO323	7	IO323_L373.avi	49012	IO323_R374.avi	49810	32.67467	1	25.22200	447.82181	-96.98601	-1256.72364	0.66185	0.44192	1.58401	1.92342	1337.64905	19.90038	Monacanthidae	Nelusetta	ayraud	37465006	1	AD	Passing			
IO323	8	IO323_L373.avi	49036	IO323_R374.avi	49834	32.69067	1	25.23800	111.59169	-20.88966	-1399.62952	0.50561	0.47795	2.09243	2.57069	1404.22643	4.56174	Monacanthidae	Nelusetta	ayraud	37465006	1	AD	Passing			
IO323	13	IO323_L373.avi	60796	IO323_R374.avi	61594	40.53067	1	33.07800	592.93643	10.45794	-1488.07392	0.91557	0.49216	2.17246	19.54153	1601.88856	21.74998	Oplegnathidae	Oplegnathus	woodwardi	37369002	1	AD	Passing			
IO352	0	IO352_L372.avi	4769	IO352_R371.avi	5532	3.17933		-1.00000	527.82374	-34.18022	-824.50509	0.45615	0.30476	0.87312	9.09130	979.57891	32.63628								sync		
IO352	2	IO352_L372.avi	9655	IO352_R371.avi	10418	6.43667	1	0.76533	1408.07138	697.56510	-3116.76108	4.25125	2.15993	9.22832	10.77568	3490.48159	27.13453	Callanthiidae	Callanthias	australis	37311055	1	AD	Passing			
IO352	3	IO352_L372.avi	9815	IO352_R371.avi	10578	6.54333	1	0.87200	1479.54409	481.85065	-2789.62628	4.25996	1.58262	8.02642	10.88138	3194.25195	29.41953	Callanthiidae	Callanthias	australis	37311055	1	AD	Passing			
IO352	4	IO352_L372.avi	9819	IO352_R371.avi	10582	6.54600	1	0.87467	1994.10589	632.49703	-2282.71970	5.88067	2.00341	7.01598	15.27476	3096.33978	42.76115	Callanthiidae	Callanthias	australis	37311055	1	AD	Passing			
IO352	5	IO352_L372.avi	9826	IO352_R371.avi	10589	6.55067	1	0.87933	1596.47005	418.29559	-1919.43965	3.88569	1.22923	4.90781	15.03634	2531.39021	40.90661	Callanthiidae	Callanthias	australis	37311055	1	AD	Passing			
IO352	6	IO352_L372.avi	9830	IO352_R371.avi	10593	6.55333	1	0.88200	1217.11988	667.45727	-3224.90281	3.60943	2.01483	9.15714	9.76472	3510.96541	23.69918	Callanthiidae	Callanthias	australis	37311055	1	AD	Passing			
IO352	7	IO352_L372.avi	9833	IO352_R371.avi	10596	6.55533	1	0.88400	2022.24081	444.39984	-1960.60884	5.58989	1.43362	5.75183	15.25378	2851.47964	46.74532	Callanthiidae	Callanthias	australis	37311055	1	AD	Passing			
IO352	9	IO352_L372.avi	9860	IO352_R371.avi	10623	6.57333	1	0.90200	1522.42667	431.82847	-2133.99006	3.81906	1.29514	5.53549	12.73367	2656.72211	36.79353	Callanthiidae	Callanthias	australis	37311055	1	AD	Passing			
IO352	12	IO352_L372.avi	9875	IO352_R371.avi	10638	6.58333	1	0.91200	1326.44278	309.89400	-1056.75089	2.14080	0.69210	1.95759	13.15431	1724.00904	52.38960	Callanthiidae	Callanthias	australis	37311055	1	AD	Passing			
IO352	15	IO352_L372.avi	9908	IO352_R371.avi	10671	6.60533	1	0.93400	1181.46031	292.44781	-1075.96096	1.82849	0.65170	1.89588	1.91077	1624.52029	48.72728	Callanthiidae	Callanthias	australis	37311055	1	AD	Passing			
IO352	16	IO352_L372.avi	9930	IO352_R371.avi	10693	6.62000	1	0.94867	1517.32450	485.43863	-2354.76052	4.00171	1.46895	6.34418	13.53845	2843.03032	34.34120	Callanthiidae	Callanthias	australis	37311055	1	AD	Passing			
IO352	17	IO352_L372.avi	9935	IO352_R371.avi	10698	6.62333	1	0.95200	1848.47288	329.50620	-1934.14958	4.88490	1.13910	5.40017	10.98918	2695.61884	44.30211	Callanthiidae	Callanthias	australis	37311055	1	AD	Passing			
IO352	18	IO352_L372.avi	9936	IO352_R371.avi	10699	6.62400	1	0.95267	1543.47636	272.42934	-1202.27846	2.88141	0.73577	2.53190	3.68591	1975.35074	52.65770	Callanthiidae	Callanthias	australis	37311055	1	AD	Passing			
IO352	19	IO352_L372.avi	9937	IO352_R371.avi	10700	6.62467	1	0.95333	2016.45824	334.80412	-2484.95490	6.30921	1.35817	8.02074	11.11950	3217.63865	39.58316	Callanthiidae	Callanthias	australis	37311055	1	AD	Passing			
IO352	20	IO352_L372.avi	9940	IO352_R371.avi	10703	6.62667	1	0.95533	1631.17428	517.52305	-2783.19629	4.87653	1.72643	8.38472	7.62069	3267.22225	31.84634	Callanthiidae	Callanthias	australis	37311055	1	AD	Passing			
IO352	22	IO352_L372.avi	9950	IO352_R371.avi	10713	6.63333	1	0.96200	1368.91742	203.75315	-1144.34314	2.37453	0.61043	2.24015	14.19726	1795.82056	50.54199	Callanthiidae	Callanthias	australis	37311055	1	AD	Passing			
IO352	23	IO352_L372.avi	9952	IO352_R371.avi	10715	6.63467	1	0.96333	1447.59417	324.64268	-1103.45845	2.48209	0.74939	2.16523	15.23762	1848.93004	53.54445	Callanthiidae	Callanthias	australis	37311055	1	AD	Passing			
IO352	24	IO352_L372.avi	9957	IO352_R371.avi	10720	6.63800	1	0.96667	1409.08062	180.71382	-1153.53472	2.48991	0.59597	2.29952	14.42622	1829.97487	51.03420	Callanthiidae	Callanthias	australis	37311055	1	AD	Passing			
IO352	25	IO352_L372.avi	9961	IO352_R371.avi	10724	6.64067	1	0.96933	1958.46430	456.03190	-1742.16618	4.98545	1.35242	4.77957	22.26622	2660.58086	49.28846	Callanthiidae	Callanthias	australis	37311055	1	AD	Passing			
IO352	26	IO352_L372.avi	9969	IO352_R371.avi	10732	6.64600	1	0.97467	1728.77680	529.06649	-2302.25879	4.78899	1.63795	6.58534	12.84354	2927.28135	38.39214	Callanthiidae	Callanthias	australis	37311055	1	AD	Passing			
IO352	27	IO352_L372.avi	9999	IO352_R371.avi	10762	6.66600	1	0.99467	1620.08359	367.53007	-1755.82308	3.80641	1.09170	4.38675	14.30962	2417.16030	43.60458	Callanthiidae	Callanthias	australis	37311055	1	AD	Passing			
IO352	28	IO352_L372.avi	10022	IO352_R371.avi	10785	6.68133	1	1.01000	1734.93331	260.52414	-2246.66951	4.79021	1.07991	6.41704	0.84638	2850.50703	38.11663	Callanthiidae	Callanthias	australis	37311055	1	AD	Passing			
IO352	30	IO352_L372.avi	11119	IO352_R371.avi	11882	7.41267	1	1.74133	507.29427	-153.24404	-1545.10927	0.73466	0.54861	2.08194	0.83131	1633.46070	18.70665					3	AD	Passing	check		
IO352	34	IO352_L372.avi	54389	IO352_R371.avi	55152	36.25933	1	30.58800	1893.22408	359.73876	-1601.67714	4.54674	1.08905	4.18659	5.66490	2505.80907	50.42888	Carangidae	Pseudocaranx	spp		1	AD	Passing			
IO352	35	IO352_L372.avi	54389	IO352_R371.avi	55152	36.25933	1	30.58800	2130.60777	435.76684	-1907.18566	5.93352	1.42210	5.67896	5.70769	2892.53165	48.92145	Carangidae	Pseudocaranx	spp		1	AD	Passing			
IO352	37	IO352_L372.avi	63800	IO352_R371.avi	64563	42.53333	1	36.86200	462.66839	189.33731	-928.78861	0.41908	0.36347	0.95475	23.83001	1054.77909	28.61522	Monacanthidae	Nelusetta	ayraud	37465006	1	AD	Passing			
IO352	40	IO352_L372.avi	64177	IO352_R371.avi	64940	42.78467	1	37.11333	732.51911	-53.48518	-698.45186	0.68090	0.29953	0.83142	2.29868	1013.54818	46.38503	Monacanthidae	Nelusetta	ayraud	37465006	1	AD	Passing			
IO352	41	IO352_L372.avi	64182	IO352_R371.avi	64945	42.78800	1	37.11667	654.20754	148.73723	-1234.35614	0.83060	0.46854	1.67574	13.02618	1404.90048	28.71993	Monacanthidae	Nelusetta	ayraud	37465006	1	AD	Passing			
IO352	42	IO352_L372.avi	64222	IO352_R371.avi	64985	42.81467	1	37.14333	977.47886	515.50694	-2092.11499	2.01968	1.19914	4.29226	18.78484	2366.04257	28.24024	Monacanthidae	Nelusetta	ayraud	37465006	1	AD	Passing			
IO352	43	IO352_L372.avi	64222	IO352_R371.avi	64985	42.81467	1	37.14333	1547.69809	338.75027	-1381.52833	3.13212	0.89866	3.07681	17.78027	2102.08032	49.09457	Monacanthidae	Nelusetta	ayraud	37465006	1	AD	Passing			
IO352	44	IO352_L372.avi	64447	IO352_R371.avi	65210	42.96467	1	37.29333	744.24122	338.13528	-1427.62821	1.08591	0.68219	2.17058	23.05284	1645.09962	30.14775	Monacanthidae	Nelusetta	ayraud	37465006	1	AD	Passing			
IO352	45	IO352_L372.avi	64493	IO352_R371.avi	65256	42.99533	1	37.32400	505.90185	282.82623	-1612.08042	0.76084	0.61813	2.21635	17.29282	1713.10556	20.19323	Monacanthidae	Nelusetta	ayraud	37465006	1	AD	Passing			
IO352	46	IO352_L372.avi	64589	IO352_R371.avi	65352	43.05933	1	37.38800	780.42356	480.60307	-1960.58027	1.45104	1.01796	3.52723	3.76997	2164.23549	25.50036	Monacanthidae	Nelusetta	ayraud	37465006	1	AD	Passing			
IOCP11-2	0	IOCP11-2_L372.avi	2254	IOCP11-2_R371.avi	1422	1.50267		-1.00000	527.86288	196.32097	-835.00946	0.45706	0.35471	0.88087	14.57236	1007.18516	34.29603								sync		
IOCP11-2	1	IOCP11-2_L372.avi	13352	IOCP11-2_R371.avi	12520	8.90133	1	0.92333	2927.58840	1064.00135	-5846.23020	16.98598	5.91752	33.59816	11.91720	6624.29470	28.34309	Carangidae	Seriola	lalandi	37337006	1	AD	Passing			
IOCP11-2	9	IOCP11-2_L372.avi	14049	IOCP11-2_R371.avi	13217	9.36600	1	1.38800	1594.51878	267.62932	-1877.88744	3.85694	0.95596	4.78083	15.36940	2478.01873	40.87217	Berycidae	Centroberyx	australis	37258006	14	AD	Passing			
IOCP11-2	24	IOCP11-2_L372.avi	16544	IOCP11-2_R371.avi	15712	11.02933	1	3.05133	870.07689	-7.63287	-798.66036	0.97755	0.33990	1.09072	0.90684	1181.08020	47.44992	Scorpididae	Neatypus	obliquus	37361002	1	AD	Passing			
IOCP11-2	25	IOCP11-2_L372.avi	16544	IOCP11-2_R371.avi	15712	11.02933	1	3.05133	1200.55482	120.46289	-1087.90998	1.90840	0.50090	1.95970	1.67994	1624.62035	48.04912	Scorpididae	Neatypus	obliquus	37361002	1	AD	Passing			
IOCP11-2	29	IOCP11-2_L372.avi	25687	IOCP11-2_R371.avi	24855	17.12467	1	9.14667	2171.76923	631.06013	-3738.24319	8.65989	2.63230	14.91772	7.92406	4369.12813	31.41456	Aulopidae	Latropiscis	purpurissatus	37117001	1	AD	Passing			
IOCP11-2	30	IOCP11-2_L372.avi	32567	IOCP11-2_R371.avi	31735	21.71133	1	13.73333	887.81048	-273.11772	-1264.39732	1.27979	0.65011	1.99281	0.86654	1568.91724	36.06544	Muraenidae	Gymnothorax	woodwardi	37060054	1	AD	Passing			
IOCP11-2	35	IOCP11-2_L372.avi	43156	IOCP11-2_R371.avi	42324	28.77067	1	20.79267	1639.83424	338.20192	-1476.59546	3.53873	0.95231	3.47919	16.25503	2232.43612	48.76413	Serranidae	Epinephelides	armatus	37311100	1	AD	Passing			
IOCP11-2	37	IOCP11-2_L372.avi	43506	IOCP11-2_R371.avi	42674	29.00400	1	21.02600	398.18082	235.40936	-1517.94595	0.56777	0.53312	1.84866	16.18944	1586.86024	17.38493	Berycidae	Centroberyx	lineatus	37258005	1	AD	Passing			
IOCP11-2	38	IOCP11-2_L372.avi	43515	IOCP11-2_R371.avi	42683	29.01000	1	21.03200	910.54705	310.88200	-1532.88652	1.50255	0.73549	2.65702	18.49123	1809.83000	32.39262	Berycidae	Centroberyx	lineatus	37258005	45	AD	Passing			
IOCP11-2	46	IOCP11-2_L372.avi	70992	IOCP11-2_R371.avi	70160	47.32800	1	39.35000	930.57122	152.93208	-3645.52554	2.91690	1.15522	10.21903	4.34672	3765.52885	14.66107	Enoplosidae	Enoplosus	armatus	37366001	1	AD	Passing			
IOCP11-2	47	IOCP11-2_L372.avi	70992	IOCP11-2_R371.avi	70160	47.32800	1	39.35000	960.29294	197.69785	-3857.54869	3.15837	1.24990	11.32863	1.22962	3980.19207	14.45042	Enoplosidae	Enoplosus	armatus	37366001	1	AD	Passing			
IOCP11-2	48	IOCP11-2_L372.avi	87451	IOCP11-2_R371.avi	86619	58.30067	1	50.32267	1823.05258	333.19564	-1528.16561	4.19845	0.99946	3.84859	1.10976	2402.04708	50.64573	Moridae	Pseudophycis	barbata	37224003	4	AD	Passing			
IOCP11-2	50	IOCP11-2_L372.avi	99709	IOCP11-2_R371.avi	98877	66.47267	1	58.49467	733.26945	257.05611	-1613.53432	1.17102	0.65963	2.59082	16.06158	1790.88105	25.99987	Monacanthidae	Nelusetta	ayraud	37465006	1	AD	Passing			
