Sample,Dataset,Number,Latitude,Longitude,Date,Time,Planned.or.exploratory,Site,Location,Status,Commonwealth.zone,State.zone,Depth,Observer,Successful.count,Successful.length,Maxn.checker,Left.cam,Right.cam,Rear.cam,Time.out,Video.notes,Raw.hdd.number,Con.hdd.number,Maxn.analyst,Maxn.complete.yyyymmdd,Notes,Habitat.image.saved,Habitat.backwards.image.saved,Vis.in.metres,Habitat.classification ,Length.analyst,Length.complete.date.yyyymmdd
IO276,IO,276,-34.10118897,114.6363721,20201123,07:34,MBH,C.IO.15,South-west,No-take,National Park Zone,,140,Rachel,Yes,Yes,Claude - check seriola lalandi,1201,1202,420,08:40,,RAW5.5,,Rachel,20210111,,Yes,Yes,,,Claude,20210125
IO153,IO,153,-34.04618897,114.8888721,20201016,07:36:00,MBH,C.IO.65,South-west,Fished,Special Purpose Zone (Mining Exclusion),,42.6,Brooke Gibbons,Yes,,,1203,1204,439,08:47,,RAW2,,Brooke Gibbons,20210113,Rope tangled at surface - was re-deployed,Yes,Yes,,,,
IO377,IO,377,-34.13868897,114.7588721,20201022,07:40:00,MBH,C.IO.69,South-west,No-take,National Park Zone,,113,Rachel,Yes,,,1205,1206,1209,08:51,,RAW3,,Rachel,20210114,"Picked up by whale - picks up at 48:15, dragged up for about 30s then falls landing again at 49:10, same habitat, bait bag was empty beforehand and fish were bascially gone too, points marked as after",Yes,Yes,,,,
FH79,FH,79,-33.88618897,114.8088721,20201013,07:43:00,MBH,C.FH.16,South-west,Fished,Special Purpose Zone (Mining Exclusion),,44.9,Daphne,Yes,Yes,Brooke,1201,1202,420,08:51,,RAW2,,Daphne,20210108,,Yes,Yes,,,Brooke Gibbons,20210121
FH24,FH,24,-33.66868897,114.8438721,20201012,07:55:00,MBH,C.FH.1,South-west,Fished,Special Purpose Zone (Mining Exclusion),,47.6,Daphne - THIS NEEDS TO BE ANALYSED AGAIN AS 42 WAS ANALYSED TWICE NOT 24!!!!!!,,,,1201,1202,420,09:02,,RAW2,,Daphne,20210105,,Yes,Yes,,,,
IO130,IO,130,-33.98118897,114.8763721,20201013,12:24:00,MBH,C.IO.37,South-west,Fished,Special Purpose Zone (Mining Exclusion),,41.1,,,No,,367,368,1208,13:30,,RAW2,CON1,,,R camera (368) flooded (battery 27) - No backwards habitat ,,No (stopped working ),,,,
IO15,IO,15,-34.06118897,114.8663721,20201016,07:59:00,MBH,C.IO.35,South-west,No-take,National Park Zone,,40.8,Brooke Gibbons,Yes,,,1205,1206,1209,09:16,,RAW2,,Brooke Gibbons,20210113,,Yes,Yes,,,,
IO34,IO,34,-34.06118897,114.8713721,20201016,08:02:00,MBH,C.IO.35,South-west,No-take,National Park Zone,,41.3,Brooke Gibbons,Yes,,,1201,1202,420,09:22,,RAW2,,Brooke Gibbons,20210113,,Yes,Yes,,,,
IO326,IO,326,-34.00425,114.6892833,20201123,12:26,MBH,C.IO.24,South-west,Fished,Special Purpose Zone (Mining Exclusion),,121,,,No,,375,376,561,01:35,,RAW5,BU5.5,,,Memory card error - tried to recover data but failed,No,Yes,,,,
IO96,IO,96,-34.13618897,114.7363721,20201022,08:06:00,MBH,C.IO.68,South-west,No-take,National Park Zone,,127,Brooke Gibbons,Yes,,,1203,1204,439,09:28,,RAW4,,Brooke Gibbons,20210118,"Wasn't on BU4, have re copied over",Yes,Yes,,,,
FH83,FH,83,-33.91118897,114.8463721,20201013,08:13:00,MBH,C.FH.19,South-west,Fished,Special Purpose Zone (Mining Exclusion),,40.9,Daphne,Yes,,,1203,1204,439,09:32,,RAW2,,Daphne,20210108,,Yes,Yes,,,,
IO365,IO,365,-34.02368897,114.7538721,20201015,08:23:00,MBH,,South-west,Fished,Special Purpose Zone (Mining Exclusion),,73.7,Brooke Gibbons,Yes,,,1201,1202,420,09:47,,RAW2,,Brooke Gibbons,20210112,,Yes,Yes,,,,
FHCO1,FH,CO1,-33.669869,114.809825,20201012,08:38:00,Captains pick,,South-west,Fished,Special Purpose Zone (Mining Exclusion),,44.8,Daphne,Yes,,,1203,1204,439,10:01,,RAW2,,Daphne,20210106,"captains pick #1, snagged",Yes,Yes,,,,
IO189,IO,189,-33.98868897,114.6638721,20201023,12:31:00,MBH,C.IO.40,South-west,Fished,Special Purpose Zone (Mining Exclusion),,139,,,No,,367,368,1208,13:56,,RAW4,CON3,,,L card failed to record,,Yes,,,,
FH64,FH,64,-33.70118897,114.9388721,20201017,08:56:00,MBH,C.FH.5,South-west,No-take,,Injidup Sanctuary Zone,44.2,Daphne,Yes,,,1203,1204,439,10:05,,RAW1,,Daphne,20201216,,Yes,Yes,,,,
IO75,IO,75,-34.03368897,114.8538721,20201019,09:10:00,MBH,C.IO.60,South-west,Fished,Special Purpose Zone (Mining Exclusion),,42.2,Rachel,Yes,,,1201,1202,420,10:16,,RAW3,,Rachel,20210119, ,Yes,Yes,,,,
IO74,IO,74,-34.02868897,114.8513721,20201019,09:14:00,MBH,C.IO.60,South-west,Fished,Special Purpose Zone (Mining Exclusion),,42.2,Rachel,Yes,,,1205,1206,1209,10:21,,RAW3,,Rachel,20210114,,Yes,Yes,,,,
FH28,FH,28,-33.76368897,114.9338721,20201017,09:24:00,MBH,C.FH.9,South-west,Fished,,,44.7,Daphne,Yes,,Brooke,1205,1206,1209,,,RAW1,,Daphne,20201214,tangled,Yes,Yes,,,,
FH46,FH,46,-33.76618897,114.9288721,20201017,09:28:00,MBH,C.FH.9,South-west,Fished,,,44.9,Daphne,Yes,,,1201,1202,420,10:46,,RAW1,,Daphne    ,20201216,,Yes,Yes,,,,
IO299,IO,299,-34.08118897,114.6763721,20201023,09:32:00,MBH,C.IO.14,South-west,No-take,National Park Zone,,139,Rachel,Yes,,,1201,1202,420,10:44,,RAW4,,Rachel,20210106,,Yes,Yes,,,,
IO66,IO,66,-34.01618897,114.8813721,20201019,09:36:00,MBH,C.IO.19,South-west,Fished,Special Purpose Zone (Mining Exclusion),,42.8,Rachel,Yes,,,1203,1204,439,10:43,,RAW3,,Rachel,20210113,,Yes,Yes,,,,
IO298,IO,298,-34.07618897,114.6713721,20201023,09:39:00,MBH,C.IO.14,South-west,No-take,National Park Zone,,138,Rachel,Yes,,,1205,1206,1209,10:53,,RAW4,,Rachel,20210106,,Yes,Yes,,,,
FH23,FH,23,-33.94618897,114.8288721,20201013,09:51:00,MBH,C.FH.22,South-west,Fished,Special Purpose Zone (Mining Exclusion),,44.2,Daphne,Yes,,,1203,1204,439,10:56,,RAW2,,Daphne,20210107,,Yes,Yes,,,,
IO199,IO,199,-34.08618897,114.8613721,20201016,09:51:00,MBH,C.IO.6,South-west,No-take,National Park Zone,,42.1,Claude,Yes,Yes,Brooke Gibbons,1201,1202,420,10:57,,RAW2,,Claude,20210118,,Yes,Yes,,,Brooke Gibbons,20210120
IO195,IO,195,-34.09368897,114.8588721,20201016,09:57:00,MBH,C.IO.6,South-west,No-take,National Park Zone,,43.4,Brooke Gibbons,Yes,,,1205,1206,1209,11:04,,RAW2,,Brooke Gibbons,20210114,,Yes,Yes,,,,
IO109,IO,109,-34.05618897,114.6738721,20201023,09:57:00,MBH,C.IO.30,South-west,No-take,National Park Zone,,138,Rachel,Yes,,,1203,1204,439,11:19,,RAW4,,Rachel ,20210105,knot in rope,Yes,Yes,,,,
FH40,FH,40,-33.92368897,114.8888721,20201029,12:40:00,MBH,C.FH.21,South-west,Fished,Special Purpose Zone (Mining Exclusion),,42.9,,,No,,369,370,1207,13:44,,RAW4,CON3,,,L fail. FHWY.,,Yes,,,,
FH113,FH,113,-33.72368897,114.7963721,20201012,12:41:00,MBH,C.FH.7,South-west,Fished,Special Purpose Zone (Mining Exclusion),,45,,,No,,367,368,1208,13:57,,RAW2,CON1/CON2,,,R cuts after 15mins,,Yes,,,,
IO311,IO,311,-34.05618897,114.7688721,20201015,10:03:00,MBH,C.IO.8,South-west,No-take,National Park Zone,,66.1,Brooke Gibbons,Yes,,,1201,1202,420,11:05,,RAW2,,Brooke Gibbons,20210111,,Yes,Yes,,,,
FH77,FH,77,-33.99618897,114.8763721,20201013,12:42:00,MBH,C.FH.24,South-west,Fished,Special Purpose Zone (Mining Exclusion),,42,,,No,,369,370,1207,14:00,,RAW2,CON1/CON2,,,R was zoomed in,,Yes,,,,
IO349,IO,349,-34.02368897,114.5963721,20201123,10:03,MBH,C.IO.27,South-west,Fished,Special Purpose Zone (Mining Exclusion),,133,Rachel,Yes,Yes,Claude - check 8bar grouper name,1201,1202,420,11:08,,RAW5.5,,Rachel,20210112,is called Hyporthodus septemfasciatus/octofasciatus on fishes of aus but there is debate over its distribution ,Yes,Yes,,,Claude,20210125
FH2,FH,2,-33.91868897,114.8913721,20201029,12:43:00,MBH,C.FH.21,South-west,Fished,Special Purpose Zone (Mining Exclusion),,43.9,,,No,,375,376,561,13:49,,RAW4,CON3,,,R fail. FHWY.,,Yes,,,,
IO310,IO,310,-34.05868897,114.7738721,20201015,10:06:00,MBH,C.IO.8,South-west,No-take,National Park Zone,,64.7,Brooke Gibbons,Yes,,,1205,1206,1209,11:13,,RAW2,,Brooke Gibbons,20210114,,Yes,Yes,,,,
IO308,IO,308,-34.11118897,114.7288721,20201022,10:06:00,MBH,C.IO.9,South-west,No-take,National Park Zone,,126,Rachel,Yes,,,1203,1204,439,11:14,,RAW3,,Rachel,20210113,"check silvertip shark, lethrinid? ",Yes,Yes,,,,
IO92,IO,92,-34.09868897,114.8863721,20201016,10:16:00,MBH,C.IO.52,South-west,No-take,National Park Zone,,42.3,Brooke Gibbons,Yes,,,1203,1204,439,11:28,,RAW2,,Brooke Gibbons,20210113,,Yes,Yes,,,,
IO146,IO,146,-33.97618897,114.8213721,20201013,10:17:00,MBH,C.IO.33,South-west,Fished,Special Purpose Zone (Mining Exclusion),,45.7,Claude,Yes,Yes,Brooke Gibbons,1201,1202,420,11:37,,RAW2,,Claude,20210115,in/out,Yes,Yes,,,Brooke Gibbons,20210120
IO119,IO,119,-34.07618897,114.9038721,20201029,10:17:00,MBH,C.IO.39,South-west,No-take,National Park Zone,,43.8,Rachel,Yes,,,1201,1202,420,11:18,,RAW4,,Rachel,20210107,,Yes,Yes,,,,
IO235,IO,235,-34.06618897,114.9138721,20201016,12:49:00,MBH,C.IO.2,South-west,No-take,National Park Zone,,46.5,,,No,,378,377,562,14:10,,RAW2,CON1,,,L didn't work again - memory card error,,Yes,,,,
IO100,IO,100,-34.07618897,114.9088721,20201029,10:21:00,MBH,C.IO.39,South-west,No-take,National Park Zone,,43.6,Rachel,Yes,,,1205,1206,1209,11:23,,RAW4,,Rachel,20210107,,Yes,Yes,,,,
IO36,IO,36,-34.10368897,114.7188721,20201022,10:23:00,MBH,C.IO.55,South-west,No-take,National Park Zone,,130,Rachel,Yes,,,1205,1206,1209,11:40,,RAW3,,Rachel,20210113,,Yes,Yes,,,,
IO147,IO,147,-33.98118897,114.8313721,20201013,10:28:00,MBH,C.IO.33,South-west,Fished,Special Purpose Zone (Mining Exclusion),,44,Claude,Yes,Yes,Brooke Gibbons,1205,1206,1209,11:57,,RAW2,,Claude,20210118,in/out,Yes,Yes,,,Brooke Gibbons,20210121
FH15,FH,15,-33.68868897,114.8063721,20201012,10:29:00,MBH,C.FH.4,South-west,Fished,Special Purpose Zone (Mining Exclusion),,48,Daphne,Yes,,,1203,1204,439,11:31,,RAW2,,Daphne,20210104,,Yes,Yes,,,,
IO306,IO,306,-34.10118897,114.7338721,20201022,10:29:00,MBH,C.IO.10,South-west,No-take,National Park Zone,,124,Rachel ,Yes,,,1201,1202,420,11:50,,RAW3,,Rachel,20210113,,Yes,Yes,,,,
IO148,IO,148,-34.01118897,114.5963721,20201123,10:31,MBH,C.IO.46,South-west,Fished,Special Purpose Zone (Mining Exclusion),,140,Rachel,Yes,Yes,"Claude - school of unidentified spp not maxn or measured, gerres subfasciatus",1205,1206,1209,11:38,,RAW5.5,,Rachel ,20210112,can't identify the large school of fish - maybe caesioperca or callanthias?,Yes,Yes,,,Claude,20210125
FH30,FH,30,-33.75118897,114.8888721,20201017,11:12:00,MBH,C.FH.8,South-west,Fished,Special Purpose Zone (Mining Exclusion),,46.2,Daphne,Yes,,,1201,1202,420,12:19,,RAW1,,Daphne,20201214,,Yes,Yes,,,,
FHCO2,FH,CO2,-33.72358,114.813293,20201012,11:13:00,Captains pick,,South-west,Fished,Special Purpose Zone (Mining Exclusion),,42,Daphne,Yes,,,1205,1206,1209,,,RAW2,,Daphne,20210107,captains pick No2,Yes,Yes,,,,
FH93,FH,93,-33.77618897,114.8688721,20201017,11:33:00,MBH,C.FH.10,South-west,Fished,Special Purpose Zone (Mining Exclusion),,43.3,Daphne,Yes,,,1203,1204,439,12:49,,RAW1,,Daphne,20201216,,Yes,Yes,,,,
IO244,IO,244,-34.00368897,114.9063721,20201019,11:35:00,MBH,C.IO.47,South-west,Fished,Special Purpose Zone (Mining Exclusion),,44.7,Ramesh,Yes,,Brooke,1203,1204,439,12:49,,RAW3,,Ramesh,20210115,,Yes,Yes,,,,
IO260,IO,260,-33.97118897,114.9163721,20201019,11:55:00,MBH,C.IO.20,South-west,Fished,,,46.3,Rachel,Yes,,,1205,1206,1209,13:14,,RAW3,,Rachel,20210118,,Yes,Yes,,,,
IO324,IO,324,-34.00006,114.639778,20201023,11:59:00,MBH,C.IO.26,South-west,Fished,Special Purpose Zone (Mining Exclusion),,141,Rachel,Yes,,,1203,1204,439,13:01,,RAW4,,Rachel,20210107,,Yes,Yes,,,,
IO259,IO,259,-33.96868897,114.9213721,20201019,12:00:00,MBH,C.IO.20,South-west,Fished,,,46.8,Rachel,Yes,,,1201,1202,420,13:19,,RAW3,,Rachel,20210118,,Yes,Yes,,,,
IO254,IO,254,-34.01868897,114.6963721,20201123,12:10,MBH,C.IO.49,South-west,Fished,Special Purpose Zone (Mining Exclusion),,119,Rachel,Yes,Yes,Claude - squalus shark and gerres subfasciatus,1205,1206,1209,01:15,,RAW5.5,,Rachel,20210112,,Yes,Yes,,,Claude,20210125
IO5,IO,5,-34.08868897,114.7763721,20201015,12:12:00,MBH,C.IO.43,South-west,No-take,National Park Zone,,66.7,Claude,Yes,Yes,Brooke Gibbons - Check caesioperca,1203,1204,439,13:18,,RAW2,,Claude,20210118,,Yes,Yes,,,Brooke Gibbons,20210121
IO134,IO,134,-33.98368897,114.8613721,20201013,12:14:00,MBH,C.IO.37,South-west,Fished,Special Purpose Zone (Mining Exclusion),,41.2,Claude,Yes,Yes,Brooke Gibbons - Check shark,1205,1206,1209,13:17,,RAW2,,Claude,20210118,,Yes,Yes,,,Brooke Gibbons,20210127
IO191,IO,191,-33.99868897,114.6713721,20201023,12:20:00,MBH,C.IO.40,South-west,Fished,Special Purpose Zone (Mining Exclusion),,137,Rachel,Yes,,,1205,1206,1209,13:38,,RAW4,,Rachel,20210106,,Yes,Yes,,,,
IO236,IO,236,-34.08118897,114.9238721,20201016,12:22:00,MBH,C.IO.1,South-west,No-take,National Park Zone,,46.8,Hayley ,Yes,Yes,Brooke Gibbons,1203,1204,439,13:32,,RAW2,,Hayley ,20210118,,Yes,Yes,,,Brooke Gibbons,20210128
IO194,IO,194,-33.99618897,114.6638721,20201023,12:24:00,MBH,C.IO.40,South-west,Fished,Special Purpose Zone (Mining Exclusion),,139,Rachel,Yes,,,1201,1202,420,13:47,,RAW4,,Rachel,20210106,,No,Yes,,,,
FH111,FH,111,-33.98618897,114.8788721,20201013,12:28:00,MBH,C.FH.24,South-west,Fished,Special Purpose Zone (Mining Exclusion),,41.4,Daphne,Yes,,,1201,1202,420,13:28,,RAW2,,Daphne,20210108,,Yes,Yes,,,,
IO331,IO,331,-34.0984,114.75005,20201022,12:30:00,MBH,C.IO.11,South-west,No-take,National Park Zone,,112,Rachel,Yes,,,1201,1202,420,13:43,,RAW4,,Rachel,20210105,,Yes,Yes,,,,
IO126,IO,126,-34.11368897,114.8188721,20201015,12:31:00,MBH,C.IO.59,South-west,No-take,National Park Zone,,58.2,Brooke Gibbons,Yes,,,1205,1206,1209,13:41,,RAW2,,Brooke Gibbons,20210115,,Yes,Yes,,,,
IO275,IO,275,-34.09868897,114.6463721,20201123,14:38,MBH,C.IO.15,South-west,No-take,National Park Zone,,140,,,No,,375,376,561,08:32,,RAW5,RAW5,,,Memory card error - tried to recover data but failed,No,Yes,,,,
IO71,IO,71,-34.00368897,114.6988721,20201123,12:31,MBH,C.IO.41,South-west,Fished,Special Purpose Zone (Mining Exclusion),,121,Rachel,Yes,Yes,Claude,1201,1202,420,01:42,,RAW5.5,,Rachel,20210112,,Yes,Yes,,,Claude,20210125
FH8,FH,8,-33.72368897,114.8013721,20201012,12:34:00,MBH,C.FH.7,South-west,Fished,Special Purpose Zone (Mining Exclusion),,43.9,Daphne,Yes,,,1205,1206,1209,13:50,,RAW2,,Daphne,20210104,,Yes,Yes,,,,
IO122,IO,122,-34.11618897,114.8263721,20201015,12:35:00,MBH,C.IO.59,South-west,No-take,National Park Zone,,57.4,Brooke Gibbons,Yes,,,1201,1202,420,13:48,,RAW2,,Brooke Gibbons,20210115,,Yes,Yes,,,,
IO356,IO,356,-34.06956667,114.9184667,20201016,12:39:00,MBH,C.IO.2,South-west,No-take,National Park Zone,,46.8,Claude,Yes,Yes,Brooke Gibbons - Need to decide on Wobbegongs,1205,1206,1209,13:55,,RAW2,,Claude,20210119,,Yes,Yes,,,Brooke Gibbons,20210129
IO217,IO,217,-34.06618897,114.9188721,20201016,12:43:00,MBH,C.IO.2,South-west,No-take,National Park Zone,,47.1,Claude,Yes,Yes,Brooke Gibbons,1201,1202,420,14:02,,RAW2,,Claude,20210119,17 no video,Yes,Yes,,,Brooke Gibbons,20210129
IO313,IO,313,-34.09618897,114.7563721,20201022,12:47:00,MBH,C.IO.11,South-west,No-take,National Park Zone,,108,Rachel,Yes,,,1205,1206,1209,13:52,,RAW4,,Rachel,20210105,Too close to 330,Yes,Yes,,,,
IO133,IO,133,-33.99118897,114.8663721,20201013,12:50:00,MBH,C.IO.37,South-west,Fished,Special Purpose Zone (Mining Exclusion),,40.8,Daphne,Yes,,,1203,1204,439,14:15,,RAW2,,Daphne,20210108,,Yes,Yes,,,,
FH84,FH,84,-33.73368897,114.7988721,20201012,12:50:00,MBH,C.FH.7,South-west,Fished,Special Purpose Zone (Mining Exclusion),,45.6,Daphne,Yes,,,1201,1202,420,14:10,,RAW2,,Daphne,20210105,filmed 74 SHOULD BE 84,Yes,Yes,,,,
FH85,FH,85,-33.92618897,114.9138721,20201029,12:55:00,MBH,C.FH.20,South-west,Fished,Special Purpose Zone (Mining Exclusion),,44.7,Daphne,Yes,,,1205,1206,1209,14:11,,RAW4,,Daphne,20210112,FHWY,Yes,Yes,,,,
FH49,FH,49,-33.92118897,114.9163721,20201029,13:00:00,MBH,C.FH.20,South-west,Fished,Special Purpose Zone (Mining Exclusion),,43.9,Daphne,Yes,,,1201,1202,420,14:16,,RAW4,,Daphne,20210112,FHWY,Yes,Yes,,,,
IO294,IO,294,-34.08368897,114.7538721,20201022,13:04:00,MBH,C.IO.12,South-west,No-take,National Park Zone,,114,Rachel,Yes,,,1203,1204,439,14:15,,RAW4,,Rachel,20210104,,Yes,Yes,,,,
FH21,FH,21,-33.79368897,114.8088721,20201012,13:26:00,MBH,C.FH.12,South-west,Fished,Special Purpose Zone (Mining Exclusion),,45,Daphne,Yes,,,1203,1204,439,14:53,,RAW2,,Daphne,20210105,light not on,Yes,Yes,,,,
IO354,IO,354,-34.06605,114.84,20201015,14:29:00,MBH,C.IO.4,South-west,No-take,National Park Zone,,45,Brooke Gibbons,Yes,,,1201,1202,420,15:38,,RAW2,,Brooke Gibbons,20210112,filmed 254 but was 354,Yes,Yes,,,,
IO226,IO,226,-34.06368897,114.8438721,20201015,14:32:00,MBH,C.IO.4,South-west,No-take,National Park Zone,,42.8,Brooke Gibbons,Yes,,,1205,1206,1209,15:42,,RAW2,,Brooke Gibbons,20210119,,Yes,Yes,,,,
IO220,IO,220,-34.05618897,114.8438721,20201015,14:39:00,MBH,C.IO.5,South-west,No-take,National Park Zone,,43.7,Brooke Gibbons,Yes,,,1203,1204,439,16:03,,RAW2,,Brooke Gibbons,20210118,,Yes,Yes,,,,
FH66,FH,66,-33.90618897,114.9363721,20201029,14:40:00,MBH,C.FH.18,South-west,Fished,,,41.8,Daphne,Yes,,,1201,1202,420,15:44,,RAW4,,Daphne,20210112,FHWY,Yes,Yes,,,,
FH39,FH,39,-33.90368897,114.9313721,20201029,14:44:00,MBH,C.FH.18,South-west,Fished,,,44.8,Daphne,Yes,,,1205,1206,1209,15:51,,RAW4,,Daphne,20210112,FHWY,Yes,Yes,,,,
FH110,FH,110,-33.80868897,114.8213721,20201012,15:06:00,MBH,C.FH.13,South-west,Fished,Special Purpose Zone (Mining Exclusion),,44.7,Daphne,Yes,,,1203,1204,439,14:08,,RAW2,,Daphne,20210106,,Yes,Yes,,,,
FH17,FH,17,-33.83368897,114.8763721,20201012,15:35:00,MBH,C.FH.14,South-west,Fished,Special Purpose Zone (Mining Exclusion),,42.9,Daphne,Yes,,,1201,1202,420,16:50,,RAW2,,Daphne,20210105,,Yes,Yes,,,,
FH92,FH,92,-33.84368897,114.8713721,20201012,15:47:00,MBH,C.FH.14,South-west,Fished,Special Purpose Zone (Mining Exclusion),,44.2,Daphne,Yes,,,1205,1206,1209,17:08,,RAW2,,Daphne,20210106,,Yes,Yes,,,,
